Nombre Sección,Sección,Total,censo,votos_total,Participación
Eibar sección 05001,03005001,12959.0,999.0,660.0,0.6606606606606606
Eibar sección 05002,03005002,17521.0,689.0,493.0,0.7155297532656023
Eibar sección 05003,03005003,13472.0,1147.0,770.0,0.6713164777680907
Eibar sección 05004,03005004,14828.0,886.0,600.0,0.6772009029345373
Elduain sección 01001,03101001,15911.0,185.0,113.0,0.6108108108108108
Elgoibar sección 01001,03201001,15559.0,1120.0,777.0,0.69375
Elgoibar sección 01002,03201002,16450.0,875.0,579.0,0.6617142857142857
Elgoibar sección 01003,03201003,17608.0,1469.0,1043.0,0.7100068073519401
Elgoibar sección 01004,03201004,14622.0,621.0,414.0,0.6666666666666666
Elgoibar sección 01005,03201005,16489.0,973.0,666.0,0.68448098663926
Elgoibar sección 01006,03201006,14506.0,817.0,527.0,0.6450428396572827
Elgoibar sección 01007,03201007,18081.0,1012.0,763.0,0.7539525691699605
Elgoibar sección 01008,03201008,14670.0,888.0,612.0,0.6891891891891891
Elgoibar sección 01010,03201010,16184.0,879.0,619.0,0.7042093287827076
Elgeta sección 01001,03301001,16164.0,858.0,644.0,0.7505827505827506
Eskoriatza sección 01001,03401001,16502.0,1619.0,1054.0,0.6510191476219889
Eskoriatza sección 01002,03401002,17051.0,1581.0,1139.0,0.7204301075268817
Ezkio-Itsaso sección 01001,03501001,17553.0,480.0,361.0,0.7520833333333333
Hondarribia sección 01001,03601001,15496.0,1150.0,762.0,0.662608695652174
Hondarribia sección 01002,03601002,17039.0,1124.0,765.0,0.6806049822064056
Hondarribia sección 01003,03601003,16939.0,1147.0,816.0,0.7114210985178727
Hondarribia sección 01004,03601004,16490.0,803.0,560.0,0.6973848069738481
Hondarribia sección 01005,03601005,17509.0,1272.0,928.0,0.7295597484276729
Hondarribia sección 01006,03601006,14406.0,1196.0,828.0,0.6923076923076923
Hondarribia sección 01007,03601007,19620.0,1364.0,820.0,0.6011730205278593
Hondarribia sección 01008,03601008,22806.0,1268.0,862.0,0.6798107255520505
Hondarribia sección 01009,03601009,21198.0,982.0,725.0,0.7382892057026477
Hondarribia sección 01010,03601010,12525.0,562.0,347.0,0.6174377224199288
Hondarribia sección 01011,03601011,16227.0,1575.0,1141.0,0.7244444444444444
Hondarribia sección 01012,03601012,24696.0,765.0,548.0,0.7163398692810458
Gaintza sección 01001,03701001,17083.0,101.0,69.0,0.6831683168316832
Gabiria sección 01001,03801001,18227.0,387.0,294.0,0.7596899224806202
Getaria sección 01001,03901001,16487.0,777.0,554.0,0.712998712998713
Getaria sección 01002,03901002,16880.0,1349.0,1069.0,0.7924388435878429
Hernani sección 01001,04001001,13739.0,684.0,470.0,0.6871345029239766
Hernani sección 01002,04001002,14923.0,923.0,652.0,0.7063921993499458
Hernani sección 01003,04001003,16075.0,841.0,609.0,0.7241379310344828
Hernani sección 01004,04001004,15389.0,1357.0,917.0,0.6757553426676493
Hernani sección 01005,04001005,15678.0,1222.0,852.0,0.6972176759410802
Hernani sección 01006,04001006,13257.0,701.0,460.0,0.6562054208273894
Hernani sección 01007,04001007,14082.0,1026.0,635.0,0.6189083820662769
Hernani sección 01008,04001008,13062.0,851.0,501.0,0.5887191539365453
Hernani sección 01009,04001009,15939.0,477.0,305.0,0.639412997903564
Hernani sección 01010,04001010,16119.0,1464.0,948.0,0.6475409836065574
Hernani sección 01011,04001011,13084.0,700.0,450.0,0.6428571428571429
Hernani sección 01012,04001012,14911.0,732.0,498.0,0.680327868852459
Hernani sección 01013,04001013,13733.0,1703.0,1155.0,0.6782149148561363
Hernani sección 01014,04001014,14321.0,674.0,399.0,0.5919881305637982
Hernani sección 01015,04001015,17460.0,731.0,538.0,0.7359781121751026
Hernani sección 01016,04001016,15739.0,1685.0,1160.0,0.6884272997032641
Hernialde sección 01001,04101001,15761.0,241.0,143.0,0.5933609958506224
Ibarra sección 01001,04201001,14556.0,1177.0,772.0,0.6559048428207307
Ibarra sección 01002,04201002,13785.0,1133.0,702.0,0.6195939982347749
Ibarra sección 01003,04201003,16184.0,870.0,582.0,0.6689655172413793
Idiazabal sección 01001,04301001,18125.0,1718.0,1189.0,0.6920838183934808
Ikaztegieta sección 01001,04401001,14017.0,355.0,261.0,0.7352112676056338
Irun sección 01001,04501001,15015.0,1818.0,1201.0,0.6606160616061606
Irun sección 01002,04501002,14253.0,1240.0,852.0,0.6870967741935484
Irun sección 01003,04501003,15994.0,1588.0,1103.0,0.6945843828715366
Irun sección 01004,04501004,15518.0,1142.0,827.0,0.7241681260945709
Irun sección 02001,04502001,12819.0,1273.0,813.0,0.638648860958366
Irun sección 02002,04502002,11963.0,1490.0,908.0,0.6093959731543624
Irun sección 02003,04502003,13945.0,769.0,494.0,0.6423927178153446
Irun sección 02004,04502004,13289.0,1612.0,988.0,0.6129032258064516
Irun sección 02005,04502005,15363.0,1314.0,868.0,0.6605783866057838
Irun sección 02006,04502006,15913.0,1046.0,780.0,0.745697896749522
Irun sección 02007,04502007,13616.0,1035.0,709.0,0.6850241545893719
Irun sección 02008,04502008,12824.0,1494.0,1007.0,0.6740294511378849
Irun sección 02009,04502009,14407.0,737.0,551.0,0.7476255088195387
Irun sección 02010,04502010,15057.0,1934.0,1459.0,0.7543950361944157
Irun sección 03001,04503001,19756.0,1447.0,1005.0,0.6945404284727021
Irun sección 03002,04503002,11033.0,863.0,542.0,0.6280417149478563
Irun sección 03003,04503003,11555.0,849.0,564.0,0.6643109540636042
Irun sección 03004,04503004,10923.0,671.0,375.0,0.5588673621460507
Irun sección 03005,04503005,11183.0,1094.0,646.0,0.5904936014625228
Irun sección 03006,04503006,14938.0,1032.0,673.0,0.6521317829457365
Irun sección 03007,04503007,11725.0,1036.0,618.0,0.5965250965250966
Irun sección 03008,04503008,13693.0,885.0,536.0,0.6056497175141243
Irun sección 03009,04503009,13495.0,1008.0,669.0,0.6636904761904762
Irun sección 03010,04503010,12607.0,1181.0,785.0,0.6646909398814564
Irun sección 03011,04503011,13813.0,784.0,541.0,0.6900510204081632
Irun sección 03012,04503012,12693.0,1135.0,736.0,0.6484581497797357
Irun sección 03013,04503013,12535.0,1424.0,849.0,0.5962078651685393
Irun sección 03014,04503014,12303.0,911.0,543.0,0.5960482985729967
Irun sección 03015,04503015,14569.0,1712.0,1163.0,0.679322429906542
Irun sección 03016,04503016,9726.0,583.0,344.0,0.5900514579759862
Irun sección 03017,04503017,17139.0,1554.0,1070.0,0.6885456885456885
Irun sección 03018,04503018,12791.0,767.0,507.0,0.6610169491525424
Irun sección 03019,04503019,18675.0,934.0,617.0,0.6605995717344754
Irun sección 04001,04504001,11150.0,583.0,362.0,0.6209262435677531
Irun sección 04002,04504002,11057.0,570.0,368.0,0.6456140350877193
Irun sección 04003,04504003,11428.0,1318.0,828.0,0.6282245827010622
Irun sección 04004,04504004,14419.0,1376.0,938.0,0.6816860465116279
Irun sección 04005,04504005,12227.0,891.0,550.0,0.6172839506172839
Irun sección 04006,04504006,13085.0,1307.0,885.0,0.677123182861515
Irun sección 04007,04504007,14067.0,720.0,445.0,0.6180555555555556
Irun sección 04008,04504008,15088.0,905.0,603.0,0.6662983425414365
Irun sección 04009,04504009,16443.0,999.0,611.0,0.6116116116116116
Irura sección 01001,04601001,15130.0,1243.0,822.0,0.6613032984714401
Itsasondo sección 01001,04701001,14223.0,455.0,314.0,0.6901098901098901
Larraul sección 01001,04801001,14178.0,183.0,112.0,0.6120218579234973
Lazkao sección 01001,04901001,15952.0,1476.0,1034.0,0.7005420054200542
Lazkao sección 01002,04901002,15363.0,1309.0,903.0,0.6898395721925134
Lazkao sección 01003,04901003,18014.0,1410.0,981.0,0.6957446808510638
Leaburu sección 01001,05001001,14758.0,275.0,174.0,0.6327272727272727
Legazpi sección 01001,05101001,16308.0,1141.0,809.0,0.7090271691498685
Legazpi sección 01002,05101002,17428.0,1844.0,1376.0,0.7462039045553145
Legazpi sección 01003,05101003,15867.0,795.0,554.0,0.6968553459119496
Legazpi sección 01004,05101004,16193.0,820.0,570.0,0.6951219512195121
Legazpi sección 01005,05101005,14613.0,965.0,672.0,0.6963730569948187
Legazpi sección 01006,05101006,16415.0,619.0,450.0,0.7269789983844911
Legazpi sección 01007,05101007,16068.0,552.0,398.0,0.7210144927536232
Legorreta sección 01001,05201001,14915.0,1050.0,746.0,0.7104761904761905
Lezo sección 01001,05301001,14618.0,1569.0,1058.0,0.674314850223072
Lezo sección 01002,05301002,14589.0,837.0,574.0,0.6857825567502986
Lezo sección 01003,05301003,13274.0,1080.0,626.0,0.5796296296296296
Lezo sección 01004,05301004,14829.0,1370.0,911.0,0.6649635036496351
Lizartza sección 01001,05401001,14670.0,461.0,294.0,0.6377440347071583
Arrasate/Mondragón sección 01001,05501001,16660.0,957.0,707.0,0.7387669801462905
Arrasate/Mondragón sección 01002,05501002,20598.0,961.0,702.0,0.7304890738813735
Arrasate/Mondragón sección 01003,05501003,20054.0,791.0,569.0,0.7193426042983565
Arrasate/Mondragón sección 01004,05501004,17762.0,826.0,571.0,0.6912832929782082
Arrasate/Mondragón sección 01005,05501005,21094.0,1324.0,1045.0,0.7892749244712991
Arrasate/Mondragón sección 01006,05501006,16909.0,1744.0,1225.0,0.7024082568807339
Arrasate/Mondragón sección 02001,05502001,17613.0,994.0,750.0,0.7545271629778671
Arrasate/Mondragón sección 02002,05502002,14389.0,955.0,578.0,0.6052356020942409
Arrasate/Mondragón sección 02003,05502003,13771.0,755.0,435.0,0.5761589403973509
Arrasate/Mondragón sección 02004,05502004,15585.0,979.0,671.0,0.6853932584269663
Arrasate/Mondragón sección 03001,05503001,15383.0,710.0,491.0,0.6915492957746479
Arrasate/Mondragón sección 03002,05503002,14630.0,701.0,463.0,0.6604850213980028
Arrasate/Mondragón sección 03003,05503003,13553.0,758.0,450.0,0.5936675461741425
Arrasate/Mondragón sección 04001,05504001,17346.0,1005.0,710.0,0.7064676616915423
Arrasate/Mondragón sección 04002,05504002,16974.0,1112.0,756.0,0.6798561151079137
Arrasate/Mondragón sección 04003,05504003,15703.0,1168.0,730.0,0.625
Arrasate/Mondragón sección 04004,05504004,19203.0,897.0,667.0,0.7435897435897436
Arrasate/Mondragón sección 05001,05505001,19304.0,663.0,264.0,0.39819004524886875
Mutriku sección 01001,05601001,16628.0,1040.0,763.0,0.7336538461538461
Mutriku sección 01002,05601002,15247.0,1249.0,899.0,0.7197758206565252
Mutriku sección 01003,05601003,13850.0,1162.0,760.0,0.6540447504302926
Mutriku sección 02001,05602001,14926.0,626.0,374.0,0.597444089456869
Mutiloa sección 01001,05701001,19017.0,198.0,148.0,0.7474747474747475
Olaberria sección 01001,05801001,16866.0,740.0,523.0,0.7067567567567568
Oñati sección 01001,05901001,19589.0,957.0,700.0,0.7314524555903866
Oñati sección 01002,05901002,17934.0,774.0,576.0,0.7441860465116279
Oñati sección 01003,05901003,17096.0,896.0,636.0,0.7098214285714286
Oñati sección 01004,05901004,16940.0,882.0,631.0,0.7154195011337868
Oñati sección 01005,05901005,17826.0,1000.0,708.0,0.708
Oñati sección 01006,05901006,19304.0,1634.0,1210.0,0.7405140758873929
Oñati sección 01007,05901007,18078.0,1226.0,942.0,0.768352365415987
Oñati sección 02001,05902001,18419.0,1523.0,1102.0,0.7235718975705844
Orexa sección 01001,06001001,14103.0,87.0,75.0,0.8620689655172413
Orio sección 01001,06101001,16814.0,1367.0,1008.0,0.737381126554499
Orio sección 01002,06101002,15172.0,1141.0,770.0,0.6748466257668712
Orio sección 01003,06101003,15905.0,1919.0,1295.0,0.6748306409588327
Ormaiztegi sección 01001,06201001,17472.0,941.0,688.0,0.7311370882040382
Oiartzun sección 01001,06301001,17489.0,1467.0,1069.0,0.7286980231765507
Oiartzun sección 01002,06301002,15128.0,896.0,640.0,0.7142857142857143
Oiartzun sección 01003,06301003,15127.0,1096.0,750.0,0.6843065693430657
Oiartzun sección 01004,06301004,15402.0,1441.0,986.0,0.6842470506592644
Oiartzun sección 01005,06301005,14033.0,855.0,561.0,0.656140350877193
Oiartzun sección 01006,06301006,16268.0,1002.0,694.0,0.6926147704590818
Oiartzun sección 01007,06301007,16904.0,1266.0,911.0,0.7195892575039494
Pasaia sección 01001,06401001,14522.0,666.0,452.0,0.6786786786786787
Pasaia sección 01002,06401002,14364.0,1070.0,667.0,0.6233644859813084
Pasaia sección 02001,06402001,16076.0,599.0,423.0,0.7061769616026711
Pasaia sección 02002,06402002,13083.0,516.0,320.0,0.6201550387596899
Pasaia sección 02003,06402003,12297.0,551.0,338.0,0.6134301270417423
Pasaia sección 02009,06402009,16164.0,637.0,448.0,0.7032967032967034
Pasaia sección 03001,06403001,12974.0,1334.0,872.0,0.6536731634182908
Pasaia sección 03002,06403002,14394.0,1411.0,966.0,0.6846208362863218
Pasaia sección 03003,06403003,13608.0,1180.0,801.0,0.6788135593220339
Pasaia sección 04001,06404001,12922.0,862.0,562.0,0.6519721577726219
Pasaia sección 04002,06404002,12743.0,918.0,585.0,0.6372549019607843
Pasaia sección 04003,06404003,11838.0,588.0,358.0,0.608843537414966
Pasaia sección 04004,06404004,12539.0,1170.0,686.0,0.5863247863247864
Pasaia sección 04005,06404005,11815.0,893.0,481.0,0.5386338185890257
Soraluze-Placencia de las Armas sección 01001,06501001,15561.0,1000.0,699.0,0.699
Soraluze-Placencia de las Armas sección 01002,06501002,13533.0,802.0,557.0,0.6945137157107232
Soraluze-Placencia de las Armas sección 02001,06502001,14583.0,1119.0,727.0,0.6496872207327972
Errezil sección 01001,06601001,13203.0,437.0,288.0,0.6590389016018307
Errenteria sección 01001,06701001,14681.0,513.0,318.0,0.6198830409356725
Errenteria sección 01002,06701002,14415.0,1190.0,854.0,0.7176470588235294
Errenteria sección 01003,06701003,13943.0,685.0,467.0,0.6817518248175183
Errenteria sección 01004,06701004,14347.0,1720.0,1140.0,0.6627906976744186
Errenteria sección 01005,06701005,14737.0,1209.0,811.0,0.6708023159636063
Errenteria sección 01006,06701006,15893.0,1644.0,1186.0,0.7214111922141119
Errenteria sección 01007,06701007,11576.0,761.0,494.0,0.6491458607095927
Errenteria sección 01008,06701008,11175.0,670.0,402.0,0.6
Errenteria sección 01009,06701009,14882.0,1225.0,827.0,0.6751020408163265
Errenteria sección 01010,06701010,13468.0,543.0,365.0,0.6721915285451197
Errenteria sección 01013,06701013,12743.0,722.0,450.0,0.6232686980609419
Errenteria sección 01014,06701014,12813.0,933.0,541.0,0.579849946409432
Errenteria sección 01015,06701015,11818.0,813.0,473.0,0.5817958179581796
Errenteria sección 01016,06701016,11566.0,548.0,337.0,0.614963503649635
Errenteria sección 01017,06701017,13791.0,673.0,435.0,0.6463595839524517
Errenteria sección 01018,06701018,17577.0,612.0,360.0,0.5882352941176471
Errenteria sección 01019,06701019,14124.0,1619.0,1048.0,0.6473131562693021
Errenteria sección 01020,06701020,14961.0,929.0,607.0,0.6533907427341227
Errenteria sección 01022,06701022,14261.0,1394.0,970.0,0.6958393113342898
Errenteria sección 01023,06701023,13236.0,967.0,630.0,0.6514994829369183
Errenteria sección 01024,06701024,12402.0,979.0,597.0,0.609805924412666
