Nombre Sección,Sección,Total,censo,votos_total,Participación,cuartil
Donostia/San Sebastián sección 03016,6903016,17665.0,861.0,640.0,0.743321718931475,Q4
Donostia/San Sebastián sección 03017,6903017,15564.0,1205.0,886.0,0.7352697095435685,Q3
Donostia/San Sebastián sección 03018,6903018,15459.0,1304.0,922.0,0.7070552147239264,Q3
Donostia/San Sebastián sección 03019,6903019,18081.0,1758.0,1304.0,0.7417519908987485,Q4
Donostia/San Sebastián sección 03020,6903020,15512.0,1954.0,1181.0,0.6044012282497441,Q3
Donostia/San Sebastián sección 03021,6903021,12365.0,1373.0,941.0,0.685360524399126,Q1
Donostia/San Sebastián sección 03022,6903022,14578.0,616.0,446.0,0.724025974025974,Q3
Donostia/San Sebastián sección 03024,6903024,17857.0,1103.0,743.0,0.6736174070716229,Q4
Donostia/San Sebastián sección 03025,6903025,19459.0,1773.0,1273.0,0.7179921037789058,Q4
Donostia/San Sebastián sección 03026,6903026,16995.0,872.0,633.0,0.7259174311926605,Q4
Donostia/San Sebastián sección 03027,6903027,16554.0,1243.0,899.0,0.7232502011263073,Q4
Donostia/San Sebastián sección 03028,6903028,14270.0,759.0,519.0,0.6837944664031621,Q2
Donostia/San Sebastián sección 03029,6903029,18067.0,656.0,490.0,0.7469512195121951,Q4
Donostia/San Sebastián sección 03030,6903030,18785.0,1202.0,876.0,0.7287853577371048,Q4
Donostia/San Sebastián sección 03031,6903031,18005.0,1805.0,1265.0,0.7008310249307479,Q4
Donostia/San Sebastián sección 03032,6903032,17414.0,1379.0,1024.0,0.7425670775924583,Q4
Donostia/San Sebastián sección 04001,6904001,22352.0,1041.0,724.0,0.6954851104707013,Q4
Donostia/San Sebastián sección 04002,6904002,20991.0,848.0,598.0,0.7051886792452831,Q4
Donostia/San Sebastián sección 04003,6904003,18042.0,836.0,603.0,0.7212918660287081,Q4
Donostia/San Sebastián sección 04004,6904004,18834.0,844.0,623.0,0.7381516587677726,Q4
Donostia/San Sebastián sección 04005,6904005,19101.0,645.0,441.0,0.6837209302325581,Q4
Donostia/San Sebastián sección 04006,6904006,19029.0,768.0,518.0,0.6744791666666666,Q4
Donostia/San Sebastián sección 04007,6904007,16045.0,1427.0,967.0,0.677645409950946,Q3
Donostia/San Sebastián sección 04008,6904008,14770.0,1289.0,800.0,0.6206361520558572,Q3
Donostia/San Sebastián sección 04009,6904009,14512.0,888.0,537.0,0.6047297297297297,Q3
Donostia/San Sebastián sección 04010,6904010,14778.0,1446.0,1022.0,0.706777316735823,Q3
Donostia/San Sebastián sección 04011,6904011,15342.0,865.0,588.0,0.6797687861271676,Q3
Donostia/San Sebastián sección 04012,6904012,15069.0,1068.0,708.0,0.6629213483146067,Q3
Donostia/San Sebastián sección 04013,6904013,15846.0,1199.0,831.0,0.6930775646371977,Q3
Donostia/San Sebastián sección 04014,6904014,15303.0,1272.0,766.0,0.6022012578616353,Q3
Donostia/San Sebastián sección 04015,6904015,12263.0,974.0,589.0,0.6047227926078029,Q1
Donostia/San Sebastián sección 04016,6904016,13262.0,650.0,432.0,0.6646153846153846,Q2
Donostia/San Sebastián sección 04017,6904017,13570.0,1042.0,645.0,0.6190019193857965,Q2
Donostia/San Sebastián sección 04018,6904018,14205.0,1133.0,757.0,0.6681376875551632,Q2
Donostia/San Sebastián sección 04019,6904019,16913.0,697.0,484.0,0.6944045911047346,Q4
Donostia/San Sebastián sección 04020,6904020,10785.0,842.0,472.0,0.5605700712589073,Q1
Donostia/San Sebastián sección 05001,6905001,20486.0,869.0,627.0,0.7215189873417721,Q4
Donostia/San Sebastián sección 05002,6905002,16280.0,1089.0,768.0,0.7052341597796143,Q3
Donostia/San Sebastián sección 05003,6905003,15924.0,821.0,583.0,0.7101096224116931,Q3
Donostia/San Sebastián sección 05004,6905004,16404.0,770.0,503.0,0.6532467532467533,Q4
Donostia/San Sebastián sección 05005,6905005,18290.0,1016.0,681.0,0.6702755905511811,Q4
Donostia/San Sebastián sección 05006,6905006,17954.0,755.0,504.0,0.6675496688741722,Q4
Donostia/San Sebastián sección 05007,6905007,16219.0,643.0,403.0,0.6267496111975117,Q3
Donostia/San Sebastián sección 05008,6905008,16801.0,1389.0,976.0,0.7026637868970482,Q4
Donostia/San Sebastián sección 05009,6905009,19240.0,933.0,686.0,0.7352625937834941,Q4
Donostia/San Sebastián sección 05010,6905010,20830.0,911.0,647.0,0.7102085620197585,Q4
Donostia/San Sebastián sección 05011,6905011,18609.0,575.0,391.0,0.68,Q4
Donostia/San Sebastián sección 05012,6905012,18992.0,1503.0,1045.0,0.6952761144377911,Q4
Donostia/San Sebastián sección 05013,6905013,17331.0,1005.0,660.0,0.6567164179104478,Q4
Donostia/San Sebastián sección 05014,6905014,18449.0,1394.0,964.0,0.6915351506456241,Q4
Donostia/San Sebastián sección 06001,6906001,29364.0,838.0,609.0,0.7267303102625299,Q4
Donostia/San Sebastián sección 06002,6906002,23660.0,1066.0,764.0,0.7166979362101313,Q4
Donostia/San Sebastián sección 06003,6906003,14620.0,1033.0,694.0,0.6718296224588577,Q3
Donostia/San Sebastián sección 06004,6906004,16244.0,1563.0,1091.0,0.6980166346769033,Q3
Donostia/San Sebastián sección 06005,6906005,16363.0,1330.0,950.0,0.7142857142857143,Q4
Donostia/San Sebastián sección 06006,6906006,18033.0,948.0,654.0,0.689873417721519,Q4
Donostia/San Sebastián sección 06007,6906007,29364.0,1684.0,1230.0,0.7304038004750594,Q4
Donostia/San Sebastián sección 06008,6906008,13417.0,1186.0,841.0,0.709106239460371,Q2
Donostia/San Sebastián sección 06009,6906009,26264.0,629.0,392.0,0.6232114467408585,Q4
Donostia/San Sebastián sección 06010,6906010,18406.0,1002.0,682.0,0.6806387225548902,Q4
Donostia/San Sebastián sección 06011,6906011,29364.0,974.0,743.0,0.7628336755646817,Q4
Donostia/San Sebastián sección 06012,6906012,15341.0,1399.0,946.0,0.6761972837741244,Q3
Donostia/San Sebastián sección 06013,6906013,15809.0,696.0,486.0,0.6982758620689655,Q3
Donostia/San Sebastián sección 06014,6906014,22419.0,1413.0,1036.0,0.7331917905166313,Q4
Donostia/San Sebastián sección 06015,6906015,15802.0,835.0,572.0,0.6850299401197605,Q3
Donostia/San Sebastián sección 06016,6906016,17878.0,1743.0,1206.0,0.6919104991394148,Q4
Donostia/San Sebastián sección 06017,6906017,22738.0,884.0,656.0,0.7420814479638009,Q4
Donostia/San Sebastián sección 06018,6906018,26391.0,1529.0,1160.0,0.7586657946370177,Q4
Donostia/San Sebastián sección 06019,6906019,16874.0,1390.0,983.0,0.7071942446043166,Q4
Donostia/San Sebastián sección 06020,6906020,24084.0,875.0,632.0,0.7222857142857143,Q4
Donostia/San Sebastián sección 06021,6906021,20550.0,1421.0,1037.0,0.7297677691766362,Q4
Donostia/San Sebastián sección 06022,6906022,18343.0,1239.0,920.0,0.7425343018563357,Q4
Donostia/San Sebastián sección 06023,6906023,14973.0,1279.0,855.0,0.6684910086004691,Q3
Donostia/San Sebastián sección 06024,6906024,24833.0,1457.0,1062.0,0.728894989704873,Q4
Donostia/San Sebastián sección 06025,6906025,16409.0,1791.0,1184.0,0.6610831937465104,Q4
Donostia/San Sebastián sección 06026,6906026,22857.0,1332.0,980.0,0.7357357357357357,Q4
Donostia/San Sebastián sección 06027,6906027,26382.0,707.0,498.0,0.7043847241867044,Q4
Donostia/San Sebastián sección 06028,6906028,17108.0,1136.0,793.0,0.6980633802816901,Q4
Donostia/San Sebastián sección 06029,6906029,15995.0,1154.0,793.0,0.6871750433275563,Q3
Donostia/San Sebastián sección 06030,6906030,16883.0,1180.0,817.0,0.6923728813559322,Q4
Donostia/San Sebastián sección 07001,6907001,12142.0,1481.0,997.0,0.6731937879810939,Q1
Donostia/San Sebastián sección 07002,6907002,12908.0,1358.0,920.0,0.6774668630338734,Q1
Donostia/San Sebastián sección 07003,6907003,18477.0,1089.0,744.0,0.6831955922865014,Q4
Donostia/San Sebastián sección 07004,6907004,12652.0,664.0,406.0,0.6114457831325302,Q1
Donostia/San Sebastián sección 07005,6907005,12240.0,1015.0,627.0,0.6177339901477833,Q1
Donostia/San Sebastián sección 07006,6907006,14401.0,1018.0,708.0,0.6954813359528488,Q2
Donostia/San Sebastián sección 07007,6907007,15673.0,1162.0,748.0,0.6437177280550774,Q3
Donostia/San Sebastián sección 07008,6907008,12558.0,666.0,431.0,0.6471471471471472,Q1
Donostia/San Sebastián sección 07009,6907009,13541.0,585.0,340.0,0.5811965811965812,Q2
Donostia/San Sebastián sección 07010,6907010,16862.0,915.0,646.0,0.7060109289617487,Q4
Donostia/San Sebastián sección 07011,6907011,11566.0,793.0,510.0,0.6431273644388399,Q1
Donostia/San Sebastián sección 07012,6907012,11592.0,716.0,426.0,0.5949720670391061,Q1
Donostia/San Sebastián sección 07013,6907013,13855.0,826.0,549.0,0.6646489104116223,Q2
Donostia/San Sebastián sección 07014,6907014,11971.0,1131.0,665.0,0.5879752431476569,Q1
Donostia/San Sebastián sección 07015,6907015,13970.0,1411.0,969.0,0.6867469879518072,Q2
Donostia/San Sebastián sección 07016,6907016,11842.0,770.0,475.0,0.6168831168831169,Q1
Donostia/San Sebastián sección 07017,6907017,12173.0,1015.0,627.0,0.6177339901477833,Q1
Donostia/San Sebastián sección 07018,6907018,12532.0,1837.0,1133.0,0.6167664670658682,Q1
Donostia/San Sebastián sección 07019,6907019,10725.0,831.0,526.0,0.6329723225030084,Q1
Donostia/San Sebastián sección 07020,6907020,12546.0,1524.0,937.0,0.6148293963254593,Q1
Donostia/San Sebastián sección 07021,6907021,10884.0,534.0,333.0,0.6235955056179775,Q1
Donostia/San Sebastián sección 07022,6907022,11423.0,780.0,541.0,0.6935897435897436,Q1
Donostia/San Sebastián sección 07023,6907023,11681.0,1068.0,602.0,0.5636704119850188,Q1
Donostia/San Sebastián sección 07024,6907024,11676.0,1332.0,824.0,0.6186186186186187,Q1
Donostia/San Sebastián sección 07025,6907025,10832.0,520.0,312.0,0.6,Q1
Donostia/San Sebastián sección 07026,6907026,12903.0,634.0,398.0,0.6277602523659306,Q1
Donostia/San Sebastián sección 07027,6907027,12680.0,1710.0,1105.0,0.6461988304093568,Q1
Donostia/San Sebastián sección 07028,6907028,12733.0,926.0,615.0,0.6641468682505399,Q1
Donostia/San Sebastián sección 07030,6907030,12162.0,1148.0,721.0,0.6280487804878049,Q1
Donostia/San Sebastián sección 07031,6907031,14244.0,1546.0,1079.0,0.6979301423027167,Q2
Donostia/San Sebastián sección 07032,6907032,12244.0,757.0,455.0,0.6010568031704095,Q1
Donostia/San Sebastián sección 07033,6907033,13995.0,1675.0,1121.0,0.6692537313432836,Q2
Donostia/San Sebastián sección 07034,6907034,14497.0,842.0,590.0,0.7007125890736342,Q3
Segura sección 01001,7001001,16254.0,1092.0,748.0,0.684981684981685,Q3
Tolosa sección 01001,7101001,13590.0,551.0,341.0,0.6188747731397459,Q2
Tolosa sección 01002,7101002,12174.0,536.0,307.0,0.5727611940298507,Q1
Tolosa sección 01003,7101003,12966.0,834.0,524.0,0.6282973621103117,Q1
Tolosa sección 01004,7101004,13708.0,1236.0,764.0,0.6181229773462783,Q2
Tolosa sección 02001,7102001,16534.0,840.0,568.0,0.6761904761904762,Q4
Tolosa sección 02002,7102002,17820.0,1447.0,949.0,0.6558396682791984,Q4
Tolosa sección 02003,7102003,12924.0,780.0,450.0,0.5769230769230769,Q1
Tolosa sección 02004,7102004,16791.0,925.0,623.0,0.6735135135135135,Q4
Tolosa sección 02005,7102005,18802.0,897.0,631.0,0.7034559643255296,Q4
Tolosa sección 03001,7103001,16364.0,1880.0,1180.0,0.6276595744680851,Q4
Tolosa sección 03002,7103002,13198.0,1065.0,688.0,0.6460093896713615,Q2
Tolosa sección 03003,7103003,16072.0,1565.0,1035.0,0.6613418530351438,Q3
Tolosa sección 04001,7104001,15491.0,1102.0,677.0,0.6143375680580763,Q3
Tolosa sección 04002,7104002,16085.0,1143.0,729.0,0.6377952755905512,Q3
Urnieta sección 01001,7201001,12898.0,949.0,583.0,0.6143308746048473,Q1
Urnieta sección 01002,7201002,12444.0,1055.0,620.0,0.5876777251184834,Q1
Urnieta sección 01003,7201003,13640.0,1571.0,944.0,0.6008911521323997,Q2
Urnieta sección 01004,7201004,13576.0,1153.0,755.0,0.6548135299219427,Q2
Usurbil sección 01001,7301001,14272.0,1667.0,1111.0,0.6664667066586683,Q2
Usurbil sección 01002,7301002,13069.0,861.0,509.0,0.5911730545876888,Q2
Usurbil sección 01003,7301003,14017.0,1556.0,992.0,0.6375321336760925,Q2
Usurbil sección 01004,7301004,15845.0,593.0,402.0,0.6779089376053963,Q3
Bergara sección 01001,7401001,16357.0,1319.0,884.0,0.6702047005307051,Q3
Bergara sección 01002,7401002,16767.0,1544.0,1108.0,0.7176165803108808,Q4
Bergara sección 01003,7401003,15887.0,625.0,449.0,0.7184,Q3
Bergara sección 01004,7401004,14981.0,748.0,494.0,0.660427807486631,Q3
Bergara sección 01005,7401005,20045.0,1425.0,1051.0,0.7375438596491228,Q4
Bergara sección 02001,7402001,15734.0,724.0,506.0,0.6988950276243094,Q3
Bergara sección 02002,7402002,14888.0,632.0,435.0,0.6882911392405063,Q3
Bergara sección 02003,7402003,14910.0,1868.0,1229.0,0.6579229122055674,Q3
Bergara sección 03001,7403001,15660.0,1125.0,731.0,0.6497777777777778,Q3
Bergara sección 03002,7403002,13164.0,779.0,520.0,0.6675224646983312,Q2
Bergara sección 03003,7403003,16525.0,803.0,547.0,0.6811955168119551,Q4
Villabona sección 01001,7501001,13025.0,1674.0,1047.0,0.6254480286738351,Q2
Villabona sección 01002,7501002,12601.0,1301.0,809.0,0.6218293620292084,Q1
Villabona sección 01003,7501003,14406.0,1396.0,836.0,0.5988538681948424,Q2
Ordizia sección 01001,7601001,13562.0,777.0,559.0,0.7194337194337195,Q2
Ordizia sección 01002,7601002,12744.0,750.0,477.0,0.636,Q1
Ordizia sección 01003,7601003,14789.0,971.0,640.0,0.659114315139032,Q3
Ordizia sección 01004,7601004,17381.0,840.0,576.0,0.6857142857142857,Q4
Ordizia sección 01005,7601005,14314.0,1209.0,802.0,0.663358147229115,Q2
Ordizia sección 01006,7601006,12400.0,1237.0,760.0,0.6143896523848019,Q1
Ordizia sección 01008,7601008,18089.0,1206.0,852.0,0.7064676616915423,Q4
Urretxu sección 01001,7701001,14943.0,653.0,444.0,0.6799387442572741,Q3
Urretxu sección 01002,7701002,13739.0,1133.0,788.0,0.6954986760812003,Q2
Urretxu sección 01003,7701003,16008.0,901.0,635.0,0.704772475027747,Q3
Urretxu sección 01004,7701004,17729.0,694.0,488.0,0.7031700288184438,Q4
Urretxu sección 01005,7701005,14541.0,753.0,497.0,0.6600265604249668,Q3
Urretxu sección 01006,7701006,15490.0,1079.0,762.0,0.706209453197405,Q3
Zaldibia sección 01001,7801001,15299.0,1155.0,850.0,0.7359307359307359,Q3
Zarautz sección 01001,7901001,14105.0,1549.0,1027.0,0.6630083925112976,Q2
Zarautz sección 01002,7901002,15183.0,987.0,653.0,0.6616008105369807,Q3
Zarautz sección 01003,7901003,14901.0,988.0,639.0,0.6467611336032388,Q3
Zarautz sección 02001,7902001,23438.0,1255.0,886.0,0.7059760956175298,Q4
Zarautz sección 02002,7902002,19066.0,1424.0,1028.0,0.7219101123595506,Q4
Zarautz sección 02003,7902003,13136.0,1527.0,991.0,0.6489849377865095,Q2
Zarautz sección 02004,7902004,12598.0,1378.0,849.0,0.6161103047895501,Q1
Zarautz sección 02005,7902005,13783.0,1245.0,813.0,0.653012048192771,Q2
Zarautz sección 02006,7902006,12852.0,1412.0,920.0,0.6515580736543909,Q1
Zarautz sección 02007,7902007,14361.0,1294.0,816.0,0.6306027820710973,Q2
Zarautz sección 02008,7902008,17297.0,1520.0,994.0,0.6539473684210526,Q4
Zarautz sección 02009,7902009,14338.0,1347.0,849.0,0.6302895322939867,Q2
Zarautz sección 02010,7902010,17367.0,1053.0,763.0,0.724596391263058,Q4
Zarautz sección 02011,7902011,14812.0,907.0,632.0,0.6968026460859978,Q3
Zumarraga sección 01001,8001001,15701.0,878.0,616.0,0.7015945330296127,Q3
Zumarraga sección 01002,8001002,15755.0,1316.0,888.0,0.6747720364741642,Q3
Zumarraga sección 01003,8001003,15327.0,626.0,423.0,0.6757188498402555,Q3
Zumarraga sección 01004,8001004,15285.0,604.0,406.0,0.6721854304635762,Q3
Zumarraga sección 01005,8001005,13901.0,1949.0,1296.0,0.6649563878912262,Q2
Zumarraga sección 01006,8001006,13569.0,1226.0,842.0,0.6867862969004894,Q2
Zumarraga sección 01007,8001007,16326.0,517.0,298.0,0.5764023210831721,Q3
Zumarraga sección 01008,8001008,14415.0,794.0,525.0,0.6612090680100756,Q2
Zumaia sección 01001,8101001,17229.0,1793.0,1227.0,0.6843279419966537,Q4
Zumaia sección 01002,8101002,14549.0,1269.0,827.0,0.6516942474389283,Q3
Zumaia sección 01003,8101003,14195.0,1704.0,1105.0,0.6484741784037559,Q2
Zumaia sección 01004,8101004,13259.0,999.0,633.0,0.6336336336336337,Q2
Zumaia sección 01005,8101005,15437.0,812.0,522.0,0.6428571428571429,Q3
Zumaia sección 01006,8101006,12758.0,893.0,542.0,0.606942889137738,Q1
Mendaro sección 01001,90101001,13817.0,1437.0,908.0,0.6318719554627696,Q2
Lasarte-Oria sección 01001,90201001,15196.0,1150.0,818.0,0.711304347826087,Q3
Lasarte-Oria sección 01002,90201002,12985.0,1145.0,792.0,0.6917030567685589,Q1
Lasarte-Oria sección 01003,90201003,12645.0,1224.0,864.0,0.7058823529411765,Q1
Lasarte-Oria sección 01004,90201004,12550.0,1038.0,693.0,0.6676300578034682,Q1
Lasarte-Oria sección 01005,90201005,15750.0,563.0,392.0,0.6962699822380106,Q3
Lasarte-Oria sección 01006,90201006,12234.0,1208.0,767.0,0.6349337748344371,Q1
Lasarte-Oria sección 01007,90201007,13217.0,907.0,642.0,0.7078280044101434,Q2
Lasarte-Oria sección 01008,90201008,12509.0,903.0,617.0,0.6832779623477298,Q1
Lasarte-Oria sección 01009,90201009,13634.0,1868.0,1258.0,0.6734475374732334,Q2
Lasarte-Oria sección 01010,90201010,11856.0,702.0,465.0,0.6623931623931624,Q1
Lasarte-Oria sección 01011,90201011,13027.0,1495.0,1009.0,0.6749163879598662,Q2
Lasarte-Oria sección 01012,90201012,12664.0,848.0,555.0,0.6544811320754716,Q1
Lasarte-Oria sección 01013,90201013,14803.0,1105.0,792.0,0.7167420814479638,Q3
Astigarraga sección 01001,90301001,14707.0,1416.0,935.0,0.6603107344632768,Q3
Astigarraga sección 01002,90301002,14353.0,1195.0,724.0,0.605857740585774,Q2
Astigarraga sección 01003,90301003,13523.0,1719.0,1097.0,0.6381617219313555,Q2
Baliarrain sección 01001,90401001,13470.0,95.0,44.0,0.4631578947368421,Q2
Orendain sección 01001,90501001,14906.0,145.0,100.0,0.6896551724137931,Q3
Altzaga sección 01001,90601001,13192.0,119.0,87.0,0.7310924369747899,Q2
Gaztelu sección 01001,90701001,13014.0,118.0,85.0,0.7203389830508474,Q1
,999090000,15063.734806629835,5723.0,2768.0,0.4836624148174034,Q3
