Nombre Sección,Sección,Total,censo,votos_total,Participación,desviación renta 16,cambio renta 16-19,desviación participación 16,cambio voto 16-19
Donostia/San Sebastián sección 03009,6903009,17135.0,811.0,560.0,0.6905055487053021,2071.2678899082566,3279.3431192660537,-115.48529411764707,-27.103696708040957
Donostia/San Sebastián sección 03022,6903022,14578.0,616.0,446.0,0.724025974025974,-485.7321100917434,-489.6568807339463,-229.48529411764707,-27.103696708040957
Beasain sección 01004,1901004,19349.0,1245.0,784.0,0.629718875502008,4285.267889908257,-3876.6568807339463,108.51470588235293,-27.103696708040957
Ordizia sección 01001,7601001,13562.0,777.0,559.0,0.7194337194337195,-1501.7321100917434,-741.6568807339463,-116.48529411764707,-27.103696708040957
Elgoibar sección 01002,3201002,14260.0,904.0,576.0,0.6371681415929203,-803.7321100917434,847.3431192660537,-99.48529411764707,-27.103696708040957
Errenteria sección 01017,6701017,12243.0,696.0,432.0,0.6206896551724138,-2820.7321100917434,205.3431192660537,-243.48529411764707,-27.103696708040957
Arrasate/Mondragón sección 04003,5504003,15178.0,1193.0,726.0,0.6085498742665549,114.26788990825662,-817.6568807339463,50.51470588235293,-26.103696708040957
Legazpi sección 01006,5101006,15669.0,658.0,446.0,0.6778115501519757,605.2678899082566,-596.6568807339463,-229.48529411764707,-26.103696708040957
Leaburu sección 01001,5001001,13343.0,266.0,170.0,0.6390977443609023,-1720.7321100917434,72.34311926605369,-505.4852941176471,-26.103696708040957
Zizurkil sección 01002,2801002,12005.0,810.0,451.0,0.5567901234567901,-3058.7321100917434,57.34311926605369,-224.48529411764707,-26.103696708040957
Donostia/San Sebastián sección 04019,6904019,16913.0,697.0,484.0,0.6944045911047346,1849.2678899082566,177.3431192660537,-191.48529411764707,-26.103696708040957
Belauntza sección 01001,2101001,15179.0,200.0,100.0,0.5,115.26788990825662,-1134.6568807339463,-575.4852941176471,-26.103696708040957
Arama sección 01001,1201001,18643.0,147.0,99.0,0.673469387755102,3579.2678899082566,-1398.6568807339463,-576.4852941176471,-25.103696708040957
Eibar sección 01005,3001005,12360.0,1059.0,690.0,0.6515580736543909,-2703.7321100917434,-691.6568807339463,14.514705882352928,-25.103696708040957
Gaintza sección 01001,3701001,14764.0,99.0,64.0,0.6464646464646465,-299.7321100917434,976.3431192660537,-611.4852941176471,-25.103696708040957
Donostia/San Sebastián sección 06018,6906018,26391.0,1529.0,1160.0,0.7586657946370177,11327.267889908257,-448.6568807339463,484.5147058823529,-25.103696708040957
Arrasate/Mondragón sección 02002,5502002,13286.0,976.0,573.0,0.5870901639344263,-1777.7321100917434,-239.6568807339463,-102.48529411764707,-25.103696708040957
Altzo sección 01001,701001,14241.0,310.0,218.0,0.7032258064516129,-822.7321100917434,358.3431192660537,-457.4852941176471,-25.103696708040957
Donostia/San Sebastián sección 06021,6906021,20550.0,1421.0,1037.0,0.7297677691766362,5486.267889908257,-107.65688073394631,361.5147058823529,-25.103696708040957
Andoain sección 01005,901005,13095.0,945.0,615.0,0.6507936507936508,-1968.7321100917434,-431.6568807339463,-60.48529411764707,-25.103696708040957
Zumarraga sección 01007,8001007,16326.0,517.0,298.0,0.5764023210831721,1262.2678899082566,-1059.6568807339463,-377.4852941176471,-25.103696708040957
Donostia/San Sebastián sección 05002,6905002,16280.0,1089.0,768.0,0.7052341597796143,1216.2678899082566,2861.3431192660537,92.51470588235293,-24.103696708040957
Donostia/San Sebastián sección 07025,6907025,10832.0,520.0,312.0,0.6,-4231.732110091743,-779.6568807339463,-363.4852941176471,-24.103696708040957
Itsasondo sección 01001,4701001,13262.0,469.0,307.0,0.6545842217484008,-1801.7321100917434,-381.6568807339463,-368.4852941176471,-23.103696708040957
Donostia/San Sebastián sección 02004,6902004,24336.0,960.0,697.0,0.7260416666666667,9272.267889908257,4271.343119266054,21.514705882352928,-23.103696708040957
Elgoibar sección 01006,3201006,14098.0,831.0,520.0,0.6257521058965102,-965.7321100917434,-934.6568807339463,-155.48529411764707,-23.103696708040957
Andoain sección 01007,901007,13657.0,974.0,639.0,0.6560574948665298,-1406.7321100917434,-136.6568807339463,-36.48529411764707,-23.103696708040957
Beasain sección 01008,1901008,15010.0,522.0,372.0,0.7126436781609196,-53.73211009174338,-707.6568807339463,-303.4852941176471,-23.103696708040957
Donostia/San Sebastián sección 07030,6907030,12162.0,1148.0,721.0,0.6280487804878049,-2901.7321100917434,-296.6568807339463,45.51470588235293,-23.103696708040957
Astigarraga sección 01003,90301003,13523.0,1719.0,1097.0,0.6381617219313555,-1540.7321100917434,608.3431192660537,421.5147058823529,-23.103696708040957
Donostia/San Sebastián sección 03006,6903006,12690.0,624.0,405.0,0.6490384615384616,-2373.7321100917434,365.3431192660537,-270.4852941176471,-22.103696708040957
Villabona sección 01002,7501002,12601.0,1301.0,809.0,0.6218293620292084,-2462.7321100917434,-319.6568807339463,133.51470588235293,-22.103696708040957
Donostia/San Sebastián sección 03016,6903016,17665.0,861.0,640.0,0.743321718931475,2601.2678899082566,-1216.6568807339463,-35.48529411764707,-22.103696708040957
Donostia/San Sebastián sección 07010,6907010,16862.0,915.0,646.0,0.7060109289617487,1798.2678899082566,-389.6568807339463,-29.485294117647072,-22.103696708040957
Orexa sección 01001,6001001,13490.0,88.0,67.0,0.7613636363636364,-1573.7321100917434,-729.6568807339463,-608.4852941176471,-22.103696708040957
Beasain sección 01009,1901009,14127.0,982.0,575.0,0.5855397148676171,-936.7321100917434,-475.6568807339463,-100.48529411764707,-22.103696708040957
Legazpi sección 01003,5101003,14399.0,810.0,546.0,0.674074074074074,-664.7321100917434,125.34311926605369,-129.48529411764707,-22.103696708040957
Lizartza sección 01001,5401001,13415.0,447.0,286.0,0.639821029082774,-1648.7321100917434,-87.65688073394631,-389.4852941176471,-22.103696708040957
Donostia/San Sebastián sección 03014,6903014,16117.0,690.0,475.0,0.6884057971014492,1053.2678899082566,-1087.6568807339463,-200.48529411764707,-21.103696708040957
Hernani sección 01014,4001014,12874.0,697.0,390.0,0.5595408895265424,-2189.7321100917434,104.34311926605369,-285.4852941176471,-21.103696708040957
Irun sección 03016,4503016,9104.0,572.0,335.0,0.5856643356643356,-5959.732110091743,-720.6568807339463,-340.4852941176471,-21.103696708040957
Arrasate/Mondragón sección 01002,5501002,17226.0,994.0,693.0,0.6971830985915493,2162.2678899082566,2029.3431192660537,17.514705882352928,-21.103696708040957
Donostia/San Sebastián sección 07026,6907026,12903.0,634.0,398.0,0.6277602523659306,-2160.7321100917434,735.3431192660537,-277.4852941176471,-20.103696708040957
Eibar sección 05004,3005004,14142.0,926.0,590.0,0.6371490280777538,-921.7321100917434,-656.6568807339463,-85.48529411764707,-20.103696708040957
Donostia/San Sebastián sección 05001,6905001,20486.0,869.0,627.0,0.7215189873417721,5422.267889908257,2175.3431192660537,-48.48529411764707,-20.103696708040957
Soraluze-Placencia de las Armas sección 01001,6501001,14580.0,1030.0,689.0,0.6689320388349514,-483.7321100917434,-361.6568807339463,13.514705882352928,-20.103696708040957
Donostia/San Sebastián sección 07016,6907016,11842.0,770.0,475.0,0.6168831168831169,-3221.7321100917434,-299.6568807339463,-200.48529411764707,-20.103696708040957
Eibar sección 02001,3002001,13981.0,853.0,543.0,0.6365767878077374,-1082.7321100917434,-586.6568807339463,-132.48529411764707,-20.103696708040957
Zumarraga sección 01008,8001008,14415.0,794.0,525.0,0.6612090680100756,-648.7321100917434,-776.6568807339463,-150.48529411764707,-20.103696708040957
Alkiza sección 01001,601001,13245.0,259.0,143.0,0.5521235521235521,-1818.7321100917434,-126.65688073394631,-532.4852941176471,-19.103696708040957
Eibar sección 03004,3003004,14883.0,665.0,438.0,0.6586466165413534,-180.73211009174338,295.3431192660537,-237.48529411764707,-18.103696708040957
Larraul sección 01001,4801001,13075.0,182.0,100.0,0.5494505494505495,-1988.7321100917434,-239.6568807339463,-575.4852941176471,-18.103696708040957
Errenteria sección 01007,6701007,10848.0,757.0,482.0,0.6367239101717305,-4215.732110091743,-614.6568807339463,-193.48529411764707,-18.103696708040957
Donostia/San Sebastián sección 03024,6903024,17857.0,1103.0,743.0,0.6736174070716229,2793.2678899082566,-83.65688073394631,67.51470588235293,-18.103696708040957
Baliarrain sección 01001,90401001,13470.0,95.0,44.0,0.4631578947368421,-1593.7321100917434,303.3431192660537,-631.4852941176471,-18.103696708040957
Albiztur sección 01001,401001,16226.0,252.0,121.0,0.4801587301587302,1162.2678899082566,-909.6568807339463,-554.4852941176471,-18.103696708040957
Donostia/San Sebastián sección 06024,6906024,24833.0,1457.0,1062.0,0.728894989704873,9769.267889908257,1353.3431192660537,386.5147058823529,-17.103696708040957
Donostia/San Sebastián sección 03002,6903002,29364.0,746.0,531.0,0.7117962466487936,14300.267889908257,-7658.656880733946,-144.48529411764707,-17.103696708040957
Pasaia sección 04001,6404001,11641.0,860.0,549.0,0.6383720930232558,-3422.7321100917434,-61.65688073394631,-126.48529411764707,-17.103696708040957
Elgoibar sección 01008,3201008,13784.0,919.0,599.0,0.6517954298150164,-1279.7321100917434,-456.6568807339463,-76.48529411764707,-17.103696708040957
Donostia/San Sebastián sección 04011,6904011,15342.0,865.0,588.0,0.6797687861271676,278.2678899082566,-141.6568807339463,-87.48529411764707,-17.103696708040957
Oñati sección 01001,5901001,19342.0,984.0,687.0,0.698170731707317,4278.267889908257,-1095.6568807339463,11.514705882352928,-17.103696708040957
Tolosa sección 03002,7103002,13198.0,1065.0,688.0,0.6460093896713615,-1865.7321100917434,201.3431192660537,12.514705882352928,-16.103696708040957
Donostia/San Sebastián sección 07023,6907023,11681.0,1068.0,602.0,0.5636704119850188,-3382.7321100917434,-371.6568807339463,-73.48529411764707,-16.103696708040957
Donostia/San Sebastián sección 05011,6905011,18609.0,575.0,391.0,0.68,3545.2678899082566,-1223.6568807339463,-284.4852941176471,-16.103696708040957
Donostia/San Sebastián sección 05007,6905007,16219.0,643.0,403.0,0.6267496111975117,1155.2678899082566,-132.6568807339463,-272.4852941176471,-16.103696708040957
Eibar sección 04004,3004004,17509.0,540.0,401.0,0.7425925925925926,2445.2678899082566,-400.6568807339463,-274.4852941176471,-15.103696708040957
Irun sección 02006,4502006,14376.0,1084.0,765.0,0.705719557195572,-687.7321100917434,194.3431192660537,89.51470588235293,-15.103696708040957
Donostia/San Sebastián sección 06029,6906029,15995.0,1154.0,793.0,0.6871750433275563,931.2678899082566,1163.3431192660537,117.51470588235293,-15.103696708040957
Donostia/San Sebastián sección 06001,6906001,29364.0,838.0,609.0,0.7267303102625299,14300.267889908257,1476.3431192660537,-66.48529411764707,-15.103696708040957
Donostia/San Sebastián sección 05012,6905012,18992.0,1503.0,1045.0,0.6952761144377911,3928.2678899082566,-1203.6568807339463,369.5147058823529,-15.103696708040957
Antzuola sección 01001,1101001,16832.0,1658.0,1219.0,0.7352231604342582,1768.2678899082566,-85.65688073394631,543.5147058823529,-15.103696708040957
Donostia/San Sebastián sección 01007,6901007,14924.0,606.0,398.0,0.6567656765676567,-139.73211009174338,432.3431192660537,-277.4852941176471,-15.103696708040957
Lezo sección 01003,5301003,11995.0,1099.0,611.0,0.5559599636032757,-3068.7321100917434,-63.65688073394631,-64.48529411764707,-15.103696708040957
Urretxu sección 01004,7701004,17729.0,694.0,488.0,0.7031700288184438,2665.2678899082566,-2711.6568807339463,-187.48529411764707,-15.103696708040957
Donostia/San Sebastián sección 05004,6905004,16404.0,770.0,503.0,0.6532467532467533,1340.2678899082566,-229.6568807339463,-172.48529411764707,-15.103696708040957
Tolosa sección 01001,7101001,13590.0,551.0,341.0,0.6188747731397459,-1473.7321100917434,-772.6568807339463,-334.4852941176471,-15.103696708040957
Lezo sección 01002,5301002,13198.0,842.0,558.0,0.66270783847981,-1865.7321100917434,48.34311926605369,-117.48529411764707,-14.103696708040957
Hernani sección 01012,4001012,13673.0,762.0,482.0,0.6325459317585301,-1390.7321100917434,-104.65688073394631,-193.48529411764707,-14.103696708040957
Ibarra sección 01002,4201002,12450.0,1129.0,686.0,0.6076173604960142,-2613.7321100917434,-7.656880733946309,10.514705882352928,-14.103696708040957
Errenteria sección 01030,6701030,14776.0,869.0,605.0,0.6962025316455697,-287.7321100917434,-288.6568807339463,-70.48529411764707,-14.103696708040957
Oñati sección 01003,5901003,17262.0,927.0,620.0,0.668824163969795,2198.2678899082566,-1508.6568807339463,-55.48529411764707,-14.103696708040957
Tolosa sección 02003,7102003,12924.0,780.0,450.0,0.5769230769230769,-2139.7321100917434,-191.6568807339463,-225.48529411764707,-13.103696708040957
Irun sección 01003,4501003,14352.0,1612.0,1086.0,0.673697270471464,-711.7321100917434,299.3431192660537,410.5147058823529,-13.103696708040957
Irun sección 04009,4504009,14888.0,939.0,593.0,0.6315228966986155,-175.73211009174338,212.3431192660537,-82.48529411764707,-12.103696708040957
Donostia/San Sebastián sección 06005,6906005,16363.0,1330.0,950.0,0.7142857142857143,1299.2678899082566,-231.6568807339463,274.5147058823529,-12.103696708040957
Eibar sección 04006,3004006,14075.0,780.0,510.0,0.6538461538461539,-988.7321100917434,-499.6568807339463,-165.48529411764707,-12.103696708040957
Donostia/San Sebastián sección 05010,6905010,20830.0,911.0,647.0,0.7102085620197585,5766.267889908257,-1509.6568807339463,-28.485294117647072,-11.103696708040957
Pasaia sección 01002,6401002,12590.0,1089.0,648.0,0.5950413223140496,-2473.7321100917434,431.3431192660537,-27.485294117647072,-11.103696708040957
Pasaia sección 03001,6403001,11782.0,1319.0,853.0,0.6467020470053071,-3281.7321100917434,-150.6568807339463,177.51470588235293,-11.103696708040957
Arrasate/Mondragón sección 01004,5501004,18556.0,860.0,552.0,0.641860465116279,3492.2678899082566,-2136.6568807339463,-123.48529411764707,-11.103696708040957
Hernialde sección 01001,4101001,14444.0,255.0,123.0,0.4823529411764706,-619.7321100917434,-25.65688073394631,-552.4852941176471,-10.103696708040957
Pasaia sección 01001,6401001,13672.0,680.0,432.0,0.6352941176470588,-1391.7321100917434,-492.6568807339463,-243.48529411764707,-10.103696708040957
Irun sección 01001,4501001,14033.0,1755.0,1181.0,0.672934472934473,-1030.7321100917434,-360.6568807339463,505.5147058823529,-10.103696708040957
Donostia/San Sebastián sección 06030,6906030,16883.0,1180.0,817.0,0.6923728813559322,1819.2678899082566,1906.3431192660537,141.51470588235293,-10.103696708040957
Hernani sección 01009,4001009,13221.0,481.0,284.0,0.5904365904365905,-1842.7321100917434,1375.3431192660537,-391.4852941176471,-9.103696708040957
Donostia/San Sebastián sección 04010,6904010,14778.0,1446.0,1022.0,0.706777316735823,-285.7321100917434,-253.6568807339463,346.5147058823529,-9.103696708040957
Arrasate/Mondragón sección 03001,5503001,15214.0,721.0,470.0,0.651872399445215,150.26788990825662,-1173.6568807339463,-205.48529411764707,-9.103696708040957
Donostia/San Sebastián sección 07009,6907009,13541.0,585.0,340.0,0.5811965811965812,-1522.7321100917434,102.34311926605369,-335.4852941176471,-9.103696708040957
Legazpi sección 01005,5101005,14046.0,987.0,651.0,0.6595744680851063,-1017.7321100917434,-775.6568807339463,-24.485294117647072,-9.103696708040957
Ataun sección 01001,1501001,14848.0,1265.0,858.0,0.6782608695652174,-215.73211009174338,-144.6568807339463,182.51470588235293,-8.103696708040957
Errenteria sección 01026,6701026,11656.0,1260.0,773.0,0.6134920634920635,-3407.7321100917434,-381.6568807339463,97.51470588235293,-8.103696708040957
Donostia/San Sebastián sección 01002,6901002,21944.0,665.0,440.0,0.6616541353383458,6880.267889908257,-4179.656880733946,-235.48529411764707,-8.103696708040957
Donostia/San Sebastián sección 04017,6904017,13570.0,1042.0,645.0,0.6190019193857965,-1493.7321100917434,74.34311926605369,-30.485294117647072,-8.103696708040957
Ordizia sección 01006,7601006,12400.0,1237.0,760.0,0.6143896523848019,-2663.7321100917434,173.3431192660537,84.51470588235293,-8.103696708040957
Orendain sección 01001,90501001,14906.0,145.0,100.0,0.6896551724137931,-157.73211009174338,-161.6568807339463,-575.4852941176471,-7.103696708040957
Tolosa sección 02005,7102005,18802.0,897.0,631.0,0.7034559643255296,3738.2678899082566,135.3431192660537,-44.48529411764707,-7.103696708040957
Elduain sección 01001,3101001,14530.0,176.0,90.0,0.5113636363636364,-533.7321100917434,38.34311926605369,-585.4852941176471,-7.103696708040957
Donostia/San Sebastián sección 04018,6904018,14205.0,1133.0,757.0,0.6681376875551632,-858.7321100917434,-132.6568807339463,81.51470588235293,-7.103696708040957
Oiartzun sección 01003,6301003,14267.0,1117.0,726.0,0.6499552372426142,-796.7321100917434,-482.6568807339463,50.51470588235293,-6.103696708040957
Usurbil sección 01004,7301004,15845.0,593.0,402.0,0.6779089376053963,781.2678899082566,-428.6568807339463,-273.4852941176471,-6.103696708040957
Ezkio-Itsaso sección 01001,3501001,17387.0,486.0,337.0,0.6934156378600823,2323.2678899082566,-1176.6568807339463,-338.4852941176471,-6.103696708040957
Hernani sección 01006,4001006,12308.0,694.0,436.0,0.6282420749279539,-2755.7321100917434,-393.6568807339463,-239.48529411764707,-6.103696708040957
Eibar sección 01003,3001003,16751.0,859.0,585.0,0.681024447031432,1687.2678899082566,76.34311926605369,-90.48529411764707,-5.103696708040957
Donostia/San Sebastián sección 02006,6902006,22625.0,913.0,647.0,0.7086527929901424,7561.267889908257,2926.3431192660537,-28.485294117647072,-5.103696708040957
Ikaztegieta sección 01001,4401001,15444.0,367.0,236.0,0.6430517711171662,380.2678899082566,-2769.6568807339463,-439.4852941176471,-5.103696708040957
Donostia/San Sebastián sección 06007,6906007,29364.0,1684.0,1230.0,0.7304038004750594,14300.267889908257,1476.3431192660537,554.5147058823529,-4.103696708040957
Zumarraga sección 01001,8001001,15701.0,878.0,616.0,0.7015945330296127,637.2678899082566,-295.6568807339463,-59.48529411764707,-4.103696708040957
Hernani sección 01004,4001004,14059.0,1398.0,891.0,0.6373390557939914,-1004.7321100917434,-12.65688073394631,215.51470588235293,-4.103696708040957
Donostia/San Sebastián sección 04015,6904015,12263.0,974.0,589.0,0.6047227926078029,-2800.7321100917434,156.3431192660537,-86.48529411764707,-4.103696708040957
Donostia/San Sebastián sección 04014,6904014,15303.0,1272.0,766.0,0.6022012578616353,239.26788990825662,526.3431192660537,90.51470588235293,-4.103696708040957
Zegama sección 01001,2501001,15455.0,1143.0,765.0,0.6692913385826772,391.2678899082566,-267.6568807339463,89.51470588235293,-4.103696708040957
Mutiloa sección 01001,5701001,16823.0,196.0,122.0,0.6224489795918368,1759.2678899082566,851.3431192660537,-553.4852941176471,-4.103696708040957
Eibar sección 05002,3005002,18436.0,687.0,467.0,0.6797671033478894,3372.2678899082566,-2257.6568807339463,-208.48529411764707,-4.103696708040957
Bergara sección 03001,7403001,15660.0,1125.0,731.0,0.6497777777777778,596.2678899082566,61.34311926605369,55.51470588235293,-4.103696708040957
Donostia/San Sebastián sección 06009,6906009,26264.0,629.0,392.0,0.6232114467408585,11200.267889908257,-5388.656880733946,-283.4852941176471,-3.1036967080409568
Errenteria sección 01019,6701019,12601.0,1620.0,1021.0,0.6302469135802469,-2462.7321100917434,180.3431192660537,345.5147058823529,-3.1036967080409568
Donostia/San Sebastián sección 07006,6907006,14401.0,1018.0,708.0,0.6954813359528488,-662.7321100917434,623.3431192660537,32.51470588235293,-3.1036967080409568
Arrasate/Mondragón sección 03003,5503003,13321.0,778.0,423.0,0.5437017994858612,-1742.7321100917434,-1110.6568807339463,-252.48529411764707,-3.1036967080409568
Mutriku sección 01002,5601002,13562.0,1273.0,872.0,0.6849960722702279,-1501.7321100917434,342.3431192660537,196.51470588235293,-3.1036967080409568
Zerain sección 01001,2601001,17448.0,197.0,145.0,0.7360406091370558,2384.2678899082566,104.34311926605369,-530.4852941176471,-3.1036967080409568
Oñati sección 01002,5901002,17648.0,786.0,549.0,0.6984732824427481,2584.2678899082566,-1056.6568807339463,-126.48529411764707,-3.1036967080409568
Eibar sección 04005,3004005,14295.0,772.0,469.0,0.6075129533678757,-768.7321100917434,-726.6568807339463,-206.48529411764707,-3.1036967080409568
Tolosa sección 02004,7102004,16791.0,925.0,623.0,0.6735135135135135,1727.2678899082566,108.34311926605369,-52.48529411764707,-3.1036967080409568
Donostia/San Sebastián sección 03001,6903001,23554.0,754.0,556.0,0.7374005305039788,8490.267889908257,130.3431192660537,-119.48529411764707,-3.1036967080409568
Lazkao sección 01001,4901001,15522.0,1518.0,1006.0,0.6627140974967062,458.2678899082566,-912.6568807339463,330.5147058823529,-2.1036967080409568
Donostia/San Sebastián sección 03019,6903019,18081.0,1758.0,1304.0,0.7417519908987485,3017.2678899082566,407.3431192660537,628.5147058823529,-2.1036967080409568
Errenteria sección 01035,6701035,14475.0,633.0,436.0,0.688783570300158,-588.7321100917434,386.3431192660537,-239.48529411764707,-2.1036967080409568
Errenteria sección 01018,6701018,14537.0,623.0,331.0,0.5313001605136437,-526.7321100917434,1697.3431192660537,-344.4852941176471,-1.1036967080409568
Aia sección 01002,1601002,13802.0,662.0,396.0,0.5981873111782477,-1261.7321100917434,-491.6568807339463,-279.4852941176471,-1.1036967080409568
Eibar sección 01002,3001002,17177.0,1116.0,732.0,0.6559139784946236,2113.2678899082566,1878.3431192660537,56.51470588235293,-1.1036967080409568
Tolosa sección 01003,7101003,12966.0,834.0,524.0,0.6282973621103117,-2097.7321100917434,-0.6568807339463092,-151.48529411764707,-1.1036967080409568
Donostia/San Sebastián sección 06023,6906023,14973.0,1279.0,855.0,0.6684910086004691,-90.73211009174338,527.3431192660537,179.51470588235293,-1.1036967080409568
Donostia/San Sebastián sección 05003,6905003,15924.0,821.0,583.0,0.7101096224116931,860.2678899082566,881.3431192660537,-92.48529411764707,-0.10369670804095676
Abaltzisketa sección 01001,101001,14209.0,246.0,133.0,0.540650406504065,-854.7321100917434,1614.3431192660537,-542.4852941176471,-0.10369670804095676
Donostia/San Sebastián sección 06003,6906003,14620.0,1033.0,694.0,0.6718296224588577,-443.7321100917434,428.3431192660537,18.514705882352928,0.8963032919590432
Ibarra sección 01001,4201001,13336.0,1227.0,741.0,0.6039119804400978,-1727.7321100917434,-122.65688073394631,65.51470588235293,0.8963032919590432
Aduna sección 01001,201001,15485.0,346.0,203.0,0.5867052023121387,421.2678899082566,-2.656880733946309,-472.4852941176471,0.8963032919590432
Aia sección 01001,1601001,12708.0,858.0,430.0,0.5011655011655012,-2355.7321100917434,339.3431192660537,-245.48529411764707,1.8963032919590432
Urretxu sección 01001,7701001,14943.0,653.0,444.0,0.6799387442572741,-120.73211009174338,-34.65688073394631,-231.48529411764707,1.8963032919590432
Tolosa sección 01002,7101002,12174.0,536.0,307.0,0.5727611940298507,-2889.7321100917434,567.3431192660537,-368.4852941176471,1.8963032919590432
Donostia/San Sebastián sección 06012,6906012,15341.0,1399.0,946.0,0.6761972837741244,277.2678899082566,212.3431192660537,270.5147058823529,1.8963032919590432
Gabiria sección 01001,3801001,17007.0,387.0,261.0,0.6744186046511628,1943.2678899082566,-122.65688073394631,-414.4852941176471,2.8963032919590432
Oñati sección 01004,5901004,16125.0,868.0,598.0,0.6889400921658986,1061.2678899082566,-527.6568807339463,-77.48529411764707,2.8963032919590432
Irun sección 03003,4503003,10237.0,852.0,531.0,0.6232394366197183,-4826.732110091743,-24.65688073394631,-144.48529411764707,2.8963032919590432
Bidania-Goiatz sección 01001,2401001,12945.0,386.0,210.0,0.5440414507772021,-2118.7321100917434,353.3431192660537,-465.4852941176471,4.896303291959043
Bergara sección 01003,7401003,15887.0,625.0,449.0,0.7184,823.2678899082566,263.3431192660537,-226.48529411764707,4.896303291959043
Ormaiztegi sección 01001,6201001,16989.0,973.0,653.0,0.671120246659815,1925.2678899082566,-859.6568807339463,-22.485294117647072,4.896303291959043
Pasaia sección 02001,6402001,15533.0,619.0,388.0,0.6268174474959612,469.2678899082566,-799.6568807339463,-287.4852941176471,4.896303291959043
Irun sección 02008,4502008,11143.0,1509.0,971.0,0.6434724983432737,-3920.7321100917434,338.3431192660537,295.5147058823529,5.896303291959043
Bergara sección 01001,7401001,16357.0,1319.0,884.0,0.6702047005307051,1293.2678899082566,-915.6568807339463,208.51470588235293,5.896303291959043
Hondarribia sección 01005,3601005,16181.0,1319.0,891.0,0.6755117513267627,1117.2678899082566,-14.65688073394631,215.51470588235293,6.896303291959043
Pasaia sección 03003,6403003,12527.0,1168.0,764.0,0.6541095890410958,-2536.7321100917434,-261.6568807339463,88.51470588235293,6.896303291959043
Errenteria sección 01009,6701009,13678.0,1240.0,790.0,0.6370967741935484,-1385.7321100917434,-138.6568807339463,114.51470588235293,6.896303291959043
Bergara sección 01005,7401005,20045.0,1425.0,1051.0,0.7375438596491228,4981.267889908257,251.3431192660537,375.5147058823529,6.896303291959043
Donostia/San Sebastián sección 05006,6905006,17954.0,755.0,504.0,0.6675496688741722,2890.2678899082566,-567.6568807339463,-171.48529411764707,7.896303291959043
Donostia/San Sebastián sección 04002,6904002,20991.0,848.0,598.0,0.7051886792452831,5927.267889908257,1498.3431192660537,-77.48529411764707,7.896303291959043
Donostia/San Sebastián sección 07018,6907018,12532.0,1837.0,1133.0,0.6167664670658682,-2531.7321100917434,151.3431192660537,457.5147058823529,7.896303291959043
Urretxu sección 01005,7701005,14541.0,753.0,497.0,0.6600265604249668,-522.7321100917434,-311.6568807339463,-178.48529411764707,8.896303291959043
Elgoibar sección 01007,3201007,17286.0,1043.0,724.0,0.6941514860977949,2222.2678899082566,-547.6568807339463,48.51470588235293,8.896303291959043
Elgoibar sección 01004,3201004,13058.0,622.0,375.0,0.6028938906752411,-2005.7321100917434,221.3431192660537,-300.4852941176471,8.896303291959043
Beasain sección 01005,1901005,15717.0,1586.0,1016.0,0.6406052963430012,653.2678899082566,-240.6568807339463,340.5147058823529,9.896303291959043
Bergara sección 02001,7402001,15734.0,724.0,506.0,0.6988950276243094,670.2678899082566,-240.6568807339463,-169.48529411764707,9.896303291959043
Azpeitia sección 01003,1801003,14262.0,1254.0,795.0,0.6339712918660287,-801.7321100917434,-446.6568807339463,119.51470588235293,9.896303291959043
Oiartzun sección 01006,6301006,15298.0,1004.0,653.0,0.650398406374502,234.26788990825662,-372.6568807339463,-22.485294117647072,10.896303291959043
Urnieta sección 01001,7201001,12898.0,949.0,583.0,0.6143308746048473,-2165.7321100917434,299.3431192660537,-92.48529411764707,10.896303291959043
Irun sección 01004,4501004,13918.0,1113.0,786.0,0.706199460916442,-1145.7321100917434,257.3431192660537,110.51470588235293,10.896303291959043
Ibarra sección 01003,4201003,15310.0,872.0,540.0,0.6192660550458715,246.26788990825662,-468.6568807339463,-135.48529411764707,11.896303291959043
Errenteria sección 01004,6701004,12838.0,1723.0,1098.0,0.6372605919907138,-2225.7321100917434,166.3431192660537,422.5147058823529,11.896303291959043
Lazkao sección 01002,4901002,14437.0,1358.0,861.0,0.634020618556701,-626.7321100917434,-416.6568807339463,185.51470588235293,11.896303291959043
Eibar sección 02005,3002005,14491.0,923.0,621.0,0.6728060671722643,-572.7321100917434,-376.6568807339463,-54.48529411764707,12.896303291959043
Irun sección 01002,4501002,12457.0,1207.0,809.0,0.6702568351284176,-2606.7321100917434,453.3431192660537,133.51470588235293,12.896303291959043
Arrasate/Mondragón sección 05001,5505001,18957.0,612.0,221.0,0.3611111111111111,3893.2678899082566,-995.6568807339463,-454.4852941176471,12.896303291959043
Irun sección 02003,4502003,12002.0,759.0,451.0,0.5942028985507246,-3061.7321100917434,600.3431192660537,-224.48529411764707,12.896303291959043
Hondarribia sección 01006,3601006,12341.0,1190.0,784.0,0.6588235294117647,-2722.7321100917434,722.3431192660537,108.51470588235293,13.896303291959043
Arrasate/Mondragón sección 01001,5501001,15879.0,982.0,663.0,0.675152749490835,815.2678899082566,-561.6568807339463,-12.485294117647072,13.896303291959043
Elgeta sección 01001,3301001,15227.0,868.0,600.0,0.6912442396313364,163.26788990825662,-405.6568807339463,-75.48529411764707,13.896303291959043
