Municipios;Distritos;Secciones;Indicadores de renta media y mediana;Periodo;Total
20067 Errenteria;2006701 Errenteria distrito 01;2006701013 Errenteria sección 01013;Renta neta media por persona ;2016;11.662
20067 Errenteria;2006701 Errenteria distrito 01;2006701014 Errenteria sección 01014;Renta neta media por persona ;2016;11.641
20067 Errenteria;2006701 Errenteria distrito 01;2006701015 Errenteria sección 01015;Renta neta media por persona ;2016;10.684
20067 Errenteria;2006701 Errenteria distrito 01;2006701016 Errenteria sección 01016;Renta neta media por persona ;2016;10.848
20067 Errenteria;2006701 Errenteria distrito 01;2006701017 Errenteria sección 01017;Renta neta media por persona ;2016;12.243
20067 Errenteria;2006701 Errenteria distrito 01;2006701018 Errenteria sección 01018;Renta neta media por persona ;2016;14.537
20067 Errenteria;2006701 Errenteria distrito 01;2006701019 Errenteria sección 01019;Renta neta media por persona ;2016;12.601
20067 Errenteria;2006701 Errenteria distrito 01;2006701020 Errenteria sección 01020;Renta neta media por persona ;2016;13.505
20067 Errenteria;2006701 Errenteria distrito 01;2006701022 Errenteria sección 01022;Renta neta media por persona ;2016;13.156
20067 Errenteria;2006701 Errenteria distrito 01;2006701023 Errenteria sección 01023;Renta neta media por persona ;2016;12.196
20067 Errenteria;2006701 Errenteria distrito 01;2006701024 Errenteria sección 01024;Renta neta media por persona ;2016;11.475
20067 Errenteria;2006701 Errenteria distrito 01;2006701025 Errenteria sección 01025;Renta neta media por persona ;2016;12.115
20067 Errenteria;2006701 Errenteria distrito 01;2006701026 Errenteria sección 01026;Renta neta media por persona ;2016;11.656
20067 Errenteria;2006701 Errenteria distrito 01;2006701027 Errenteria sección 01027;Renta neta media por persona ;2016;11.498
20067 Errenteria;2006701 Errenteria distrito 01;2006701028 Errenteria sección 01028;Renta neta media por persona ;2016;11.179
20067 Errenteria;2006701 Errenteria distrito 01;2006701029 Errenteria sección 01029;Renta neta media por persona ;2016;11.674
20067 Errenteria;2006701 Errenteria distrito 01;2006701030 Errenteria sección 01030;Renta neta media por persona ;2016;14.776
20067 Errenteria;2006701 Errenteria distrito 01;2006701032 Errenteria sección 01032;Renta neta media por persona ;2016;10.929
20067 Errenteria;2006701 Errenteria distrito 01;2006701034 Errenteria sección 01034;Renta neta media por persona ;2016;11.992
20067 Errenteria;2006701 Errenteria distrito 01;2006701035 Errenteria sección 01035;Renta neta media por persona ;2016;14.475
20067 Errenteria;2006701 Errenteria distrito 01;2006701036 Errenteria sección 01036;Renta neta media por persona ;2016;14.308
20068 Leintz-Gatzaga;2006801 Leintz-Gatzaga distrito 01;2006801001 Leintz-Gatzaga sección 01001;Renta neta media por persona ;2016;17.297
20069 Donostia/San Sebastián;2006901 Donostia/San Sebastián distrito 01;2006901001 Donostia/San Sebastián sección 01001;Renta neta media por persona ;2016;15.287
20069 Donostia/San Sebastián;2006901 Donostia/San Sebastián distrito 01;2006901002 Donostia/San Sebastián sección 01002;Renta neta media por persona ;2016;21.944
20069 Donostia/San Sebastián;2006901 Donostia/San Sebastián distrito 01;2006901003 Donostia/San Sebastián sección 01003;Renta neta media por persona ;2016;14.445
20069 Donostia/San Sebastián;2006901 Donostia/San Sebastián distrito 01;2006901005 Donostia/San Sebastián sección 01005;Renta neta media por persona ;2016;20.390
20069 Donostia/San Sebastián;2006901 Donostia/San Sebastián distrito 01;2006901006 Donostia/San Sebastián sección 01006;Renta neta media por persona ;2016;22.571
20069 Donostia/San Sebastián;2006901 Donostia/San Sebastián distrito 01;2006901007 Donostia/San Sebastián sección 01007;Renta neta media por persona ;2016;14.924
20069 Donostia/San Sebastián;2006902 Donostia/San Sebastián distrito 02;2006902001 Donostia/San Sebastián sección 02001;Renta neta media por persona ;2016;24.104
20069 Donostia/San Sebastián;2006902 Donostia/San Sebastián distrito 02;2006902002 Donostia/San Sebastián sección 02002;Renta neta media por persona ;2016;26.175
20069 Donostia/San Sebastián;2006902 Donostia/San Sebastián distrito 02;2006902004 Donostia/San Sebastián sección 02004;Renta neta media por persona ;2016;24.336
20069 Donostia/San Sebastián;2006902 Donostia/San Sebastián distrito 02;2006902005 Donostia/San Sebastián sección 02005;Renta neta media por persona ;2016;19.325
20069 Donostia/San Sebastián;2006902 Donostia/San Sebastián distrito 02;2006902006 Donostia/San Sebastián sección 02006;Renta neta media por persona ;2016;22.625
20069 Donostia/San Sebastián;2006902 Donostia/San Sebastián distrito 02;2006902007 Donostia/San Sebastián sección 02007;Renta neta media por persona ;2016;25.923
20069 Donostia/San Sebastián;2006902 Donostia/San Sebastián distrito 02;2006902008 Donostia/San Sebastián sección 02008;Renta neta media por persona ;2016;24.228
20069 Donostia/San Sebastián;2006902 Donostia/San Sebastián distrito 02;2006902009 Donostia/San Sebastián sección 02009;Renta neta media por persona ;2016;20.045
20069 Donostia/San Sebastián;2006903 Donostia/San Sebastián distrito 03;2006903001 Donostia/San Sebastián sección 03001;Renta neta media por persona ;2016;23.554
20069 Donostia/San Sebastián;2006903 Donostia/San Sebastián distrito 03;2006903002 Donostia/San Sebastián sección 03002;Renta neta media por persona ;2016;29.364
20069 Donostia/San Sebastián;2006903 Donostia/San Sebastián distrito 03;2006903003 Donostia/San Sebastián sección 03003;Renta neta media por persona ;2016;18.722
20069 Donostia/San Sebastián;2006903 Donostia/San Sebastián distrito 03;2006903004 Donostia/San Sebastián sección 03004;Renta neta media por persona ;2016;19.363
20069 Donostia/San Sebastián;2006903 Donostia/San Sebastián distrito 03;2006903005 Donostia/San Sebastián sección 03005;Renta neta media por persona ;2016;15.525
20069 Donostia/San Sebastián;2006903 Donostia/San Sebastián distrito 03;2006903006 Donostia/San Sebastián sección 03006;Renta neta media por persona ;2016;12.690
20069 Donostia/San Sebastián;2006903 Donostia/San Sebastián distrito 03;2006903007 Donostia/San Sebastián sección 03007;Renta neta media por persona ;2016;15.819
20069 Donostia/San Sebastián;2006903 Donostia/San Sebastián distrito 03;2006903008 Donostia/San Sebastián sección 03008;Renta neta media por persona ;2016;17.863
20069 Donostia/San Sebastián;2006903 Donostia/San Sebastián distrito 03;2006903009 Donostia/San Sebastián sección 03009;Renta neta media por persona ;2016;17.135
20069 Donostia/San Sebastián;2006903 Donostia/San Sebastián distrito 03;2006903010 Donostia/San Sebastián sección 03010;Renta neta media por persona ;2016;20.657
20069 Donostia/San Sebastián;2006903 Donostia/San Sebastián distrito 03;2006903011 Donostia/San Sebastián sección 03011;Renta neta media por persona ;2016;17.730
20069 Donostia/San Sebastián;2006903 Donostia/San Sebastián distrito 03;2006903012 Donostia/San Sebastián sección 03012;Renta neta media por persona ;2016;20.879
20069 Donostia/San Sebastián;2006903 Donostia/San Sebastián distrito 03;2006903013 Donostia/San Sebastián sección 03013;Renta neta media por persona ;2016;14.077
20069 Donostia/San Sebastián;2006903 Donostia/San Sebastián distrito 03;2006903014 Donostia/San Sebastián sección 03014;Renta neta media por persona ;2016;16.118
20069 Donostia/San Sebastián;2006903 Donostia/San Sebastián distrito 03;2006903015 Donostia/San Sebastián sección 03015;Renta neta media por persona ;2016;16.192
20069 Donostia/San Sebastián;2006903 Donostia/San Sebastián distrito 03;2006903016 Donostia/San Sebastián sección 03016;Renta neta media por persona ;2016;17.665
20069 Donostia/San Sebastián;2006903 Donostia/San Sebastián distrito 03;2006903017 Donostia/San Sebastián sección 03017;Renta neta media por persona ;2016;15.564
20069 Donostia/San Sebastián;2006903 Donostia/San Sebastián distrito 03;2006903018 Donostia/San Sebastián sección 03018;Renta neta media por persona ;2016;15.459
20069 Donostia/San Sebastián;2006903 Donostia/San Sebastián distrito 03;2006903019 Donostia/San Sebastián sección 03019;Renta neta media por persona ;2016;18.081
20069 Donostia/San Sebastián;2006903 Donostia/San Sebastián distrito 03;2006903020 Donostia/San Sebastián sección 03020;Renta neta media por persona ;2016;15.512
20069 Donostia/San Sebastián;2006903 Donostia/San Sebastián distrito 03;2006903021 Donostia/San Sebastián sección 03021;Renta neta media por persona ;2016;12.365
20069 Donostia/San Sebastián;2006903 Donostia/San Sebastián distrito 03;2006903022 Donostia/San Sebastián sección 03022;Renta neta media por persona ;2016;14.578
20069 Donostia/San Sebastián;2006903 Donostia/San Sebastián distrito 03;2006903024 Donostia/San Sebastián sección 03024;Renta neta media por persona ;2016;17.857
20069 Donostia/San Sebastián;2006903 Donostia/San Sebastián distrito 03;2006903025 Donostia/San Sebastián sección 03025;Renta neta media por persona ;2016;19.459
20069 Donostia/San Sebastián;2006903 Donostia/San Sebastián distrito 03;2006903026 Donostia/San Sebastián sección 03026;Renta neta media por persona ;2016;16.995
20069 Donostia/San Sebastián;2006903 Donostia/San Sebastián distrito 03;2006903027 Donostia/San Sebastián sección 03027;Renta neta media por persona ;2016;16.554
20069 Donostia/San Sebastián;2006903 Donostia/San Sebastián distrito 03;2006903028 Donostia/San Sebastián sección 03028;Renta neta media por persona ;2016;14.270
20069 Donostia/San Sebastián;2006903 Donostia/San Sebastián distrito 03;2006903029 Donostia/San Sebastián sección 03029;Renta neta media por persona ;2016;18.067
20069 Donostia/San Sebastián;2006903 Donostia/San Sebastián distrito 03;2006903030 Donostia/San Sebastián sección 03030;Renta neta media por persona ;2016;18.785
20069 Donostia/San Sebastián;2006903 Donostia/San Sebastián distrito 03;2006903031 Donostia/San Sebastián sección 03031;Renta neta media por persona ;2016;18.005
20069 Donostia/San Sebastián;2006903 Donostia/San Sebastián distrito 03;2006903032 Donostia/San Sebastián sección 03032;Renta neta media por persona ;2016;17.414
20069 Donostia/San Sebastián;2006903 Donostia/San Sebastián distrito 03;2006903033 Donostia/San Sebastián sección 03033;Renta neta media por persona ;2016;""
20069 Donostia/San Sebastián;2006903 Donostia/San Sebastián distrito 03;2006903034 Donostia/San Sebastián sección 03034;Renta neta media por persona ;2016;""
20069 Donostia/San Sebastián;2006904 Donostia/San Sebastián distrito 04;2006904001 Donostia/San Sebastián sección 04001;Renta neta media por persona ;2016;22.352
20069 Donostia/San Sebastián;2006904 Donostia/San Sebastián distrito 04;2006904002 Donostia/San Sebastián sección 04002;Renta neta media por persona ;2016;20.991
20069 Donostia/San Sebastián;2006904 Donostia/San Sebastián distrito 04;2006904003 Donostia/San Sebastián sección 04003;Renta neta media por persona ;2016;18.042
20069 Donostia/San Sebastián;2006904 Donostia/San Sebastián distrito 04;2006904004 Donostia/San Sebastián sección 04004;Renta neta media por persona ;2016;18.834
20069 Donostia/San Sebastián;2006904 Donostia/San Sebastián distrito 04;2006904005 Donostia/San Sebastián sección 04005;Renta neta media por persona ;2016;19.101
20069 Donostia/San Sebastián;2006904 Donostia/San Sebastián distrito 04;2006904006 Donostia/San Sebastián sección 04006;Renta neta media por persona ;2016;19.029
20069 Donostia/San Sebastián;2006904 Donostia/San Sebastián distrito 04;2006904007 Donostia/San Sebastián sección 04007;Renta neta media por persona ;2016;16.045
20069 Donostia/San Sebastián;2006904 Donostia/San Sebastián distrito 04;2006904008 Donostia/San Sebastián sección 04008;Renta neta media por persona ;2016;14.770
20069 Donostia/San Sebastián;2006904 Donostia/San Sebastián distrito 04;2006904009 Donostia/San Sebastián sección 04009;Renta neta media por persona ;2016;14.512
20069 Donostia/San Sebastián;2006904 Donostia/San Sebastián distrito 04;2006904010 Donostia/San Sebastián sección 04010;Renta neta media por persona ;2016;14.778
20069 Donostia/San Sebastián;2006904 Donostia/San Sebastián distrito 04;2006904011 Donostia/San Sebastián sección 04011;Renta neta media por persona ;2016;15.342
20069 Donostia/San Sebastián;2006904 Donostia/San Sebastián distrito 04;2006904012 Donostia/San Sebastián sección 04012;Renta neta media por persona ;2016;15.069
20069 Donostia/San Sebastián;2006904 Donostia/San Sebastián distrito 04;2006904013 Donostia/San Sebastián sección 04013;Renta neta media por persona ;2016;15.846
20069 Donostia/San Sebastián;2006904 Donostia/San Sebastián distrito 04;2006904014 Donostia/San Sebastián sección 04014;Renta neta media por persona ;2016;15.303
20069 Donostia/San Sebastián;2006904 Donostia/San Sebastián distrito 04;2006904015 Donostia/San Sebastián sección 04015;Renta neta media por persona ;2016;12.263
20069 Donostia/San Sebastián;2006904 Donostia/San Sebastián distrito 04;2006904016 Donostia/San Sebastián sección 04016;Renta neta media por persona ;2016;13.262
20069 Donostia/San Sebastián;2006904 Donostia/San Sebastián distrito 04;2006904017 Donostia/San Sebastián sección 04017;Renta neta media por persona ;2016;13.570
20069 Donostia/San Sebastián;2006904 Donostia/San Sebastián distrito 04;2006904018 Donostia/San Sebastián sección 04018;Renta neta media por persona ;2016;14.205
20069 Donostia/San Sebastián;2006904 Donostia/San Sebastián distrito 04;2006904019 Donostia/San Sebastián sección 04019;Renta neta media por persona ;2016;16.913
20069 Donostia/San Sebastián;2006904 Donostia/San Sebastián distrito 04;2006904020 Donostia/San Sebastián sección 04020;Renta neta media por persona ;2016;10.785
20069 Donostia/San Sebastián;2006905 Donostia/San Sebastián distrito 05;2006905001 Donostia/San Sebastián sección 05001;Renta neta media por persona ;2016;20.486
20069 Donostia/San Sebastián;2006905 Donostia/San Sebastián distrito 05;2006905002 Donostia/San Sebastián sección 05002;Renta neta media por persona ;2016;16.281
20069 Donostia/San Sebastián;2006905 Donostia/San Sebastián distrito 05;2006905003 Donostia/San Sebastián sección 05003;Renta neta media por persona ;2016;15.924
20069 Donostia/San Sebastián;2006905 Donostia/San Sebastián distrito 05;2006905004 Donostia/San Sebastián sección 05004;Renta neta media por persona ;2016;16.404
20069 Donostia/San Sebastián;2006905 Donostia/San Sebastián distrito 05;2006905005 Donostia/San Sebastián sección 05005;Renta neta media por persona ;2016;18.290
20069 Donostia/San Sebastián;2006905 Donostia/San Sebastián distrito 05;2006905006 Donostia/San Sebastián sección 05006;Renta neta media por persona ;2016;17.954
20069 Donostia/San Sebastián;2006905 Donostia/San Sebastián distrito 05;2006905007 Donostia/San Sebastián sección 05007;Renta neta media por persona ;2016;16.220
20069 Donostia/San Sebastián;2006905 Donostia/San Sebastián distrito 05;2006905008 Donostia/San Sebastián sección 05008;Renta neta media por persona ;2016;16.801
20069 Donostia/San Sebastián;2006905 Donostia/San Sebastián distrito 05;2006905009 Donostia/San Sebastián sección 05009;Renta neta media por persona ;2016;19.240
20069 Donostia/San Sebastián;2006905 Donostia/San Sebastián distrito 05;2006905010 Donostia/San Sebastián sección 05010;Renta neta media por persona ;2016;20.830
20069 Donostia/San Sebastián;2006905 Donostia/San Sebastián distrito 05;2006905011 Donostia/San Sebastián sección 05011;Renta neta media por persona ;2016;18.609
20069 Donostia/San Sebastián;2006905 Donostia/San Sebastián distrito 05;2006905012 Donostia/San Sebastián sección 05012;Renta neta media por persona ;2016;18.992
20069 Donostia/San Sebastián;2006905 Donostia/San Sebastián distrito 05;2006905013 Donostia/San Sebastián sección 05013;Renta neta media por persona ;2016;17.331
20069 Donostia/San Sebastián;2006905 Donostia/San Sebastián distrito 05;2006905014 Donostia/San Sebastián sección 05014;Renta neta media por persona ;2016;18.449
20069 Donostia/San Sebastián;2006906 Donostia/San Sebastián distrito 06;2006906001 Donostia/San Sebastián sección 06001;Renta neta media por persona ;2016;29.364
20069 Donostia/San Sebastián;2006906 Donostia/San Sebastián distrito 06;2006906002 Donostia/San Sebastián sección 06002;Renta neta media por persona ;2016;23.660
20069 Donostia/San Sebastián;2006906 Donostia/San Sebastián distrito 06;2006906003 Donostia/San Sebastián sección 06003;Renta neta media por persona ;2016;14.620
20069 Donostia/San Sebastián;2006906 Donostia/San Sebastián distrito 06;2006906004 Donostia/San Sebastián sección 06004;Renta neta media por persona ;2016;16.244
20069 Donostia/San Sebastián;2006906 Donostia/San Sebastián distrito 06;2006906005 Donostia/San Sebastián sección 06005;Renta neta media por persona ;2016;16.363
20069 Donostia/San Sebastián;2006906 Donostia/San Sebastián distrito 06;2006906006 Donostia/San Sebastián sección 06006;Renta neta media por persona ;2016;18.033
20069 Donostia/San Sebastián;2006906 Donostia/San Sebastián distrito 06;2006906007 Donostia/San Sebastián sección 06007;Renta neta media por persona ;2016;29.364
20069 Donostia/San Sebastián;2006906 Donostia/San Sebastián distrito 06;2006906008 Donostia/San Sebastián sección 06008;Renta neta media por persona ;2016;13.417
20069 Donostia/San Sebastián;2006906 Donostia/San Sebastián distrito 06;2006906009 Donostia/San Sebastián sección 06009;Renta neta media por persona ;2016;26.264
20069 Donostia/San Sebastián;2006906 Donostia/San Sebastián distrito 06;2006906010 Donostia/San Sebastián sección 06010;Renta neta media por persona ;2016;18.406
20069 Donostia/San Sebastián;2006906 Donostia/San Sebastián distrito 06;2006906011 Donostia/San Sebastián sección 06011;Renta neta media por persona ;2016;29.364
20069 Donostia/San Sebastián;2006906 Donostia/San Sebastián distrito 06;2006906012 Donostia/San Sebastián sección 06012;Renta neta media por persona ;2016;15.341
20069 Donostia/San Sebastián;2006906 Donostia/San Sebastián distrito 06;2006906013 Donostia/San Sebastián sección 06013;Renta neta media por persona ;2016;15.809
20069 Donostia/San Sebastián;2006906 Donostia/San Sebastián distrito 06;2006906014 Donostia/San Sebastián sección 06014;Renta neta media por persona ;2016;22.419
20069 Donostia/San Sebastián;2006906 Donostia/San Sebastián distrito 06;2006906015 Donostia/San Sebastián sección 06015;Renta neta media por persona ;2016;15.802
20069 Donostia/San Sebastián;2006906 Donostia/San Sebastián distrito 06;2006906016 Donostia/San Sebastián sección 06016;Renta neta media por persona ;2016;17.878
20069 Donostia/San Sebastián;2006906 Donostia/San Sebastián distrito 06;2006906017 Donostia/San Sebastián sección 06017;Renta neta media por persona ;2016;22.738
20069 Donostia/San Sebastián;2006906 Donostia/San Sebastián distrito 06;2006906018 Donostia/San Sebastián sección 06018;Renta neta media por persona ;2016;26.391
20069 Donostia/San Sebastián;2006906 Donostia/San Sebastián distrito 06;2006906019 Donostia/San Sebastián sección 06019;Renta neta media por persona ;2016;16.874
20069 Donostia/San Sebastián;2006906 Donostia/San Sebastián distrito 06;2006906020 Donostia/San Sebastián sección 06020;Renta neta media por persona ;2016;24.084
20069 Donostia/San Sebastián;2006906 Donostia/San Sebastián distrito 06;2006906021 Donostia/San Sebastián sección 06021;Renta neta media por persona ;2016;20.550
20069 Donostia/San Sebastián;2006906 Donostia/San Sebastián distrito 06;2006906022 Donostia/San Sebastián sección 06022;Renta neta media por persona ;2016;18.343
20069 Donostia/San Sebastián;2006906 Donostia/San Sebastián distrito 06;2006906023 Donostia/San Sebastián sección 06023;Renta neta media por persona ;2016;14.973
20069 Donostia/San Sebastián;2006906 Donostia/San Sebastián distrito 06;2006906024 Donostia/San Sebastián sección 06024;Renta neta media por persona ;2016;24.833
20069 Donostia/San Sebastián;2006906 Donostia/San Sebastián distrito 06;2006906025 Donostia/San Sebastián sección 06025;Renta neta media por persona ;2016;16.409
20069 Donostia/San Sebastián;2006906 Donostia/San Sebastián distrito 06;2006906026 Donostia/San Sebastián sección 06026;Renta neta media por persona ;2016;22.857
20069 Donostia/San Sebastián;2006906 Donostia/San Sebastián distrito 06;2006906027 Donostia/San Sebastián sección 06027;Renta neta media por persona ;2016;26.382
20069 Donostia/San Sebastián;2006906 Donostia/San Sebastián distrito 06;2006906028 Donostia/San Sebastián sección 06028;Renta neta media por persona ;2016;17.108
20069 Donostia/San Sebastián;2006906 Donostia/San Sebastián distrito 06;2006906029 Donostia/San Sebastián sección 06029;Renta neta media por persona ;2016;15.995
20069 Donostia/San Sebastián;2006906 Donostia/San Sebastián distrito 06;2006906030 Donostia/San Sebastián sección 06030;Renta neta media por persona ;2016;16.883
20069 Donostia/San Sebastián;2006907 Donostia/San Sebastián distrito 07;2006907001 Donostia/San Sebastián sección 07001;Renta neta media por persona ;2016;12.142
20069 Donostia/San Sebastián;2006907 Donostia/San Sebastián distrito 07;2006907002 Donostia/San Sebastián sección 07002;Renta neta media por persona ;2016;12.908
20069 Donostia/San Sebastián;2006907 Donostia/San Sebastián distrito 07;2006907003 Donostia/San Sebastián sección 07003;Renta neta media por persona ;2016;18.477
20069 Donostia/San Sebastián;2006907 Donostia/San Sebastián distrito 07;2006907004 Donostia/San Sebastián sección 07004;Renta neta media por persona ;2016;12.652
20069 Donostia/San Sebastián;2006907 Donostia/San Sebastián distrito 07;2006907005 Donostia/San Sebastián sección 07005;Renta neta media por persona ;2016;12.240
20069 Donostia/San Sebastián;2006907 Donostia/San Sebastián distrito 07;2006907006 Donostia/San Sebastián sección 07006;Renta neta media por persona ;2016;14.401
20069 Donostia/San Sebastián;2006907 Donostia/San Sebastián distrito 07;2006907007 Donostia/San Sebastián sección 07007;Renta neta media por persona ;2016;15.673
20069 Donostia/San Sebastián;2006907 Donostia/San Sebastián distrito 07;2006907008 Donostia/San Sebastián sección 07008;Renta neta media por persona ;2016;12.558
20069 Donostia/San Sebastián;2006907 Donostia/San Sebastián distrito 07;2006907009 Donostia/San Sebastián sección 07009;Renta neta media por persona ;2016;13.541
20069 Donostia/San Sebastián;2006907 Donostia/San Sebastián distrito 07;2006907010 Donostia/San Sebastián sección 07010;Renta neta media por persona ;2016;16.862
20069 Donostia/San Sebastián;2006907 Donostia/San Sebastián distrito 07;2006907011 Donostia/San Sebastián sección 07011;Renta neta media por persona ;2016;11.566
20069 Donostia/San Sebastián;2006907 Donostia/San Sebastián distrito 07;2006907012 Donostia/San Sebastián sección 07012;Renta neta media por persona ;2016;11.592
20069 Donostia/San Sebastián;2006907 Donostia/San Sebastián distrito 07;2006907013 Donostia/San Sebastián sección 07013;Renta neta media por persona ;2016;13.855
20069 Donostia/San Sebastián;2006907 Donostia/San Sebastián distrito 07;2006907014 Donostia/San Sebastián sección 07014;Renta neta media por persona ;2016;11.971
20069 Donostia/San Sebastián;2006907 Donostia/San Sebastián distrito 07;2006907015 Donostia/San Sebastián sección 07015;Renta neta media por persona ;2016;13.970
20069 Donostia/San Sebastián;2006907 Donostia/San Sebastián distrito 07;2006907016 Donostia/San Sebastián sección 07016;Renta neta media por persona ;2016;11.842
20069 Donostia/San Sebastián;2006907 Donostia/San Sebastián distrito 07;2006907017 Donostia/San Sebastián sección 07017;Renta neta media por persona ;2016;12.173
20069 Donostia/San Sebastián;2006907 Donostia/San Sebastián distrito 07;2006907018 Donostia/San Sebastián sección 07018;Renta neta media por persona ;2016;12.532
20069 Donostia/San Sebastián;2006907 Donostia/San Sebastián distrito 07;2006907019 Donostia/San Sebastián sección 07019;Renta neta media por persona ;2016;10.725
20069 Donostia/San Sebastián;2006907 Donostia/San Sebastián distrito 07;2006907020 Donostia/San Sebastián sección 07020;Renta neta media por persona ;2016;12.546
20069 Donostia/San Sebastián;2006907 Donostia/San Sebastián distrito 07;2006907021 Donostia/San Sebastián sección 07021;Renta neta media por persona ;2016;10.884
20069 Donostia/San Sebastián;2006907 Donostia/San Sebastián distrito 07;2006907022 Donostia/San Sebastián sección 07022;Renta neta media por persona ;2016;11.423
20069 Donostia/San Sebastián;2006907 Donostia/San Sebastián distrito 07;2006907023 Donostia/San Sebastián sección 07023;Renta neta media por persona ;2016;11.681
20069 Donostia/San Sebastián;2006907 Donostia/San Sebastián distrito 07;2006907024 Donostia/San Sebastián sección 07024;Renta neta media por persona ;2016;11.676
20069 Donostia/San Sebastián;2006907 Donostia/San Sebastián distrito 07;2006907025 Donostia/San Sebastián sección 07025;Renta neta media por persona ;2016;10.832
20069 Donostia/San Sebastián;2006907 Donostia/San Sebastián distrito 07;2006907026 Donostia/San Sebastián sección 07026;Renta neta media por persona ;2016;12.903
20069 Donostia/San Sebastián;2006907 Donostia/San Sebastián distrito 07;2006907027 Donostia/San Sebastián sección 07027;Renta neta media por persona ;2016;12.680
20069 Donostia/San Sebastián;2006907 Donostia/San Sebastián distrito 07;2006907028 Donostia/San Sebastián sección 07028;Renta neta media por persona ;2016;12.733
20069 Donostia/San Sebastián;2006907 Donostia/San Sebastián distrito 07;2006907030 Donostia/San Sebastián sección 07030;Renta neta media por persona ;2016;12.162
20069 Donostia/San Sebastián;2006907 Donostia/San Sebastián distrito 07;2006907031 Donostia/San Sebastián sección 07031;Renta neta media por persona ;2016;14.244
20069 Donostia/San Sebastián;2006907 Donostia/San Sebastián distrito 07;2006907032 Donostia/San Sebastián sección 07032;Renta neta media por persona ;2016;12.244
20069 Donostia/San Sebastián;2006907 Donostia/San Sebastián distrito 07;2006907033 Donostia/San Sebastián sección 07033;Renta neta media por persona ;2016;13.995
20069 Donostia/San Sebastián;2006907 Donostia/San Sebastián distrito 07;2006907034 Donostia/San Sebastián sección 07034;Renta neta media por persona ;2016;14.497
20070 Segura;2007001 Segura distrito 01;2007001001 Segura sección 01001;Renta neta media por persona ;2016;16.254
20071 Tolosa;2007101 Tolosa distrito 01;2007101001 Tolosa sección 01001;Renta neta media por persona ;2016;13.590
20071 Tolosa;2007101 Tolosa distrito 01;2007101002 Tolosa sección 01002;Renta neta media por persona ;2016;12.174
20071 Tolosa;2007101 Tolosa distrito 01;2007101003 Tolosa sección 01003;Renta neta media por persona ;2016;12.966
20071 Tolosa;2007101 Tolosa distrito 01;2007101004 Tolosa sección 01004;Renta neta media por persona ;2016;13.708
20071 Tolosa;2007102 Tolosa distrito 02;2007102001 Tolosa sección 02001;Renta neta media por persona ;2016;16.534
20071 Tolosa;2007102 Tolosa distrito 02;2007102002 Tolosa sección 02002;Renta neta media por persona ;2016;17.820
20071 Tolosa;2007102 Tolosa distrito 02;2007102003 Tolosa sección 02003;Renta neta media por persona ;2016;12.924
20071 Tolosa;2007102 Tolosa distrito 02;2007102004 Tolosa sección 02004;Renta neta media por persona ;2016;16.791
20071 Tolosa;2007102 Tolosa distrito 02;2007102005 Tolosa sección 02005;Renta neta media por persona ;2016;18.802
20071 Tolosa;2007103 Tolosa distrito 03;2007103001 Tolosa sección 03001;Renta neta media por persona ;2016;16.364
20071 Tolosa;2007103 Tolosa distrito 03;2007103002 Tolosa sección 03002;Renta neta media por persona ;2016;13.198
20071 Tolosa;2007103 Tolosa distrito 03;2007103003 Tolosa sección 03003;Renta neta media por persona ;2016;16.072
20071 Tolosa;2007104 Tolosa distrito 04;2007104001 Tolosa sección 04001;Renta neta media por persona ;2016;15.491
20071 Tolosa;2007104 Tolosa distrito 04;2007104002 Tolosa sección 04002;Renta neta media por persona ;2016;16.086
20072 Urnieta;2007201 Urnieta distrito 01;2007201001 Urnieta sección 01001;Renta neta media por persona ;2016;12.898
20072 Urnieta;2007201 Urnieta distrito 01;2007201002 Urnieta sección 01002;Renta neta media por persona ;2016;12.444
20072 Urnieta;2007201 Urnieta distrito 01;2007201003 Urnieta sección 01003;Renta neta media por persona ;2016;13.640
20072 Urnieta;2007201 Urnieta distrito 01;2007201004 Urnieta sección 01004;Renta neta media por persona ;2016;13.576
20073 Usurbil;2007301 Usurbil distrito 01;2007301001 Usurbil sección 01001;Renta neta media por persona ;2016;14.272
20073 Usurbil;2007301 Usurbil distrito 01;2007301002 Usurbil sección 01002;Renta neta media por persona ;2016;13.069
20073 Usurbil;2007301 Usurbil distrito 01;2007301003 Usurbil sección 01003;Renta neta media por persona ;2016;14.017
20073 Usurbil;2007301 Usurbil distrito 01;2007301004 Usurbil sección 01004;Renta neta media por persona ;2016;15.845
20074 Bergara;2007401 Bergara distrito 01;2007401001 Bergara sección 01001;Renta neta media por persona ;2016;16.357
20074 Bergara;2007401 Bergara distrito 01;2007401002 Bergara sección 01002;Renta neta media por persona ;2016;16.767
20074 Bergara;2007401 Bergara distrito 01;2007401003 Bergara sección 01003;Renta neta media por persona ;2016;15.887
20074 Bergara;2007401 Bergara distrito 01;2007401004 Bergara sección 01004;Renta neta media por persona ;2016;14.981
20074 Bergara;2007401 Bergara distrito 01;2007401005 Bergara sección 01005;Renta neta media por persona ;2016;20.045
20074 Bergara;2007402 Bergara distrito 02;2007402001 Bergara sección 02001;Renta neta media por persona ;2016;15.734
20074 Bergara;2007402 Bergara distrito 02;2007402002 Bergara sección 02002;Renta neta media por persona ;2016;14.888
