Municipios;Distritos;Secciones;Indicadores de renta media y mediana;Periodo;Total
20076 Ordizia;2007601 Ordizia distrito 01;2007601001 Ordizia sección 01001;Renta neta media por persona ;2019;14.163
20076 Ordizia;2007601 Ordizia distrito 01;2007601002 Ordizia sección 01002;Renta neta media por persona ;2019;13.445
20076 Ordizia;2007601 Ordizia distrito 01;2007601003 Ordizia sección 01003;Renta neta media por persona ;2019;15.835
20076 Ordizia;2007601 Ordizia distrito 01;2007601004 Ordizia sección 01004;Renta neta media por persona ;2019;18.603
20076 Ordizia;2007601 Ordizia distrito 01;2007601005 Ordizia sección 01005;Renta neta media por persona ;2019;15.326
20076 Ordizia;2007601 Ordizia distrito 01;2007601006 Ordizia sección 01006;Renta neta media por persona ;2019;13.916
20076 Ordizia;2007601 Ordizia distrito 01;2007601008 Ordizia sección 01008;Renta neta media por persona ;2019;18.962
20077 Urretxu;;;Renta neta media por persona ;2019;16.088
20077 Urretxu;2007701 Urretxu distrito 01;;Renta neta media por persona ;2019;16.088
20077 Urretxu;2007701 Urretxu distrito 01;2007701001 Urretxu sección 01001;Renta neta media por persona ;2019;16.252
20077 Urretxu;2007701 Urretxu distrito 01;2007701002 Urretxu sección 01002;Renta neta media por persona ;2019;14.927
20077 Urretxu;2007701 Urretxu distrito 01;2007701003 Urretxu sección 01003;Renta neta media por persona ;2019;17.186
20077 Urretxu;2007701 Urretxu distrito 01;2007701004 Urretxu sección 01004;Renta neta media por persona ;2019;16.360
20077 Urretxu;2007701 Urretxu distrito 01;2007701005 Urretxu sección 01005;Renta neta media por persona ;2019;15.572
20077 Urretxu;2007701 Urretxu distrito 01;2007701006 Urretxu sección 01006;Renta neta media por persona ;2019;16.639
20078 Zaldibia;;;Renta neta media por persona ;2019;16.246
20078 Zaldibia;2007801 Zaldibia distrito 01;;Renta neta media por persona ;2019;16.246
20078 Zaldibia;2007801 Zaldibia distrito 01;2007801001 Zaldibia sección 01001;Renta neta media por persona ;2019;16.246
20079 Zarautz;;;Renta neta media por persona ;2019;17.219
20079 Zarautz;2007901 Zarautz distrito 01;;Renta neta media por persona ;2019;16.585
20079 Zarautz;2007901 Zarautz distrito 01;2007901001 Zarautz sección 01001;Renta neta media por persona ;2019;15.899
20079 Zarautz;2007901 Zarautz distrito 01;2007901002 Zarautz sección 01002;Renta neta media por persona ;2019;17.918
20079 Zarautz;2007901 Zarautz distrito 01;2007901003 Zarautz sección 01003;Renta neta media por persona ;2019;16.204
20079 Zarautz;2007902 Zarautz distrito 02;;Renta neta media por persona ;2019;17.384
20079 Zarautz;2007902 Zarautz distrito 02;2007902001 Zarautz sección 02001;Renta neta media por persona ;2019;24.599
20079 Zarautz;2007902 Zarautz distrito 02;2007902002 Zarautz sección 02002;Renta neta media por persona ;2019;20.096
20079 Zarautz;2007902 Zarautz distrito 02;2007902003 Zarautz sección 02003;Renta neta media por persona ;2019;15.090
20079 Zarautz;2007902 Zarautz distrito 02;2007902004 Zarautz sección 02004;Renta neta media por persona ;2019;13.962
20079 Zarautz;2007902 Zarautz distrito 02;2007902005 Zarautz sección 02005;Renta neta media por persona ;2019;15.120
20079 Zarautz;2007902 Zarautz distrito 02;2007902006 Zarautz sección 02006;Renta neta media por persona ;2019;14.393
20079 Zarautz;2007902 Zarautz distrito 02;2007902007 Zarautz sección 02007;Renta neta media por persona ;2019;15.778
20079 Zarautz;2007902 Zarautz distrito 02;2007902008 Zarautz sección 02008;Renta neta media por persona ;2019;19.602
20079 Zarautz;2007902 Zarautz distrito 02;2007902009 Zarautz sección 02009;Renta neta media por persona ;2019;16.230
20079 Zarautz;2007902 Zarautz distrito 02;2007902010 Zarautz sección 02010;Renta neta media por persona ;2019;19.515
20079 Zarautz;2007902 Zarautz distrito 02;2007902011 Zarautz sección 02011;Renta neta media por persona ;2019;17.467
20080 Zumarraga;;;Renta neta media por persona ;2019;15.182
20080 Zumarraga;2008001 Zumarraga distrito 01;;Renta neta media por persona ;2019;15.182
20080 Zumarraga;2008001 Zumarraga distrito 01;2008001001 Zumarraga sección 01001;Renta neta media por persona ;2019;16.748
20080 Zumarraga;2008001 Zumarraga distrito 01;2008001002 Zumarraga sección 01002;Renta neta media por persona ;2019;16.796
20080 Zumarraga;2008001 Zumarraga distrito 01;2008001003 Zumarraga sección 01003;Renta neta media por persona ;2019;15.353
20080 Zumarraga;2008001 Zumarraga distrito 01;2008001004 Zumarraga sección 01004;Renta neta media por persona ;2019;14.752
20080 Zumarraga;2008001 Zumarraga distrito 01;2008001005 Zumarraga sección 01005;Renta neta media por persona ;2019;14.176
20080 Zumarraga;2008001 Zumarraga distrito 01;2008001006 Zumarraga sección 01006;Renta neta media por persona ;2019;13.609
20080 Zumarraga;2008001 Zumarraga distrito 01;2008001007 Zumarraga sección 01007;Renta neta media por persona ;2019;16.609
20080 Zumarraga;2008001 Zumarraga distrito 01;2008001008 Zumarraga sección 01008;Renta neta media por persona ;2019;14.981
20081 Zumaia;;;Renta neta media por persona ;2019;16.512
20081 Zumaia;2008101 Zumaia distrito 01;;Renta neta media por persona ;2019;16.512
20081 Zumaia;2008101 Zumaia distrito 01;2008101001 Zumaia sección 01001;Renta neta media por persona ;2019;19.453
20081 Zumaia;2008101 Zumaia distrito 01;2008101002 Zumaia sección 01002;Renta neta media por persona ;2019;16.242
20081 Zumaia;2008101 Zumaia distrito 01;2008101003 Zumaia sección 01003;Renta neta media por persona ;2019;15.676
20081 Zumaia;2008101 Zumaia distrito 01;2008101004 Zumaia sección 01004;Renta neta media por persona ;2019;14.932
20081 Zumaia;2008101 Zumaia distrito 01;2008101005 Zumaia sección 01005;Renta neta media por persona ;2019;17.702
20081 Zumaia;2008101 Zumaia distrito 01;2008101006 Zumaia sección 01006;Renta neta media por persona ;2019;14.534
20901 Mendaro;;;Renta neta media por persona ;2019;15.312
20901 Mendaro;2090101 Mendaro distrito 01;;Renta neta media por persona ;2019;15.312
20901 Mendaro;2090101 Mendaro distrito 01;2090101001 Mendaro sección 01001;Renta neta media por persona ;2019;15.312
20902 Lasarte-Oria;;;Renta neta media por persona ;2019;14.626
20902 Lasarte-Oria;2090201 Lasarte-Oria distrito 01;;Renta neta media por persona ;2019;14.626
20902 Lasarte-Oria;2090201 Lasarte-Oria distrito 01;2090201001 Lasarte-Oria sección 01001;Renta neta media por persona ;2019;16.553
20902 Lasarte-Oria;2090201 Lasarte-Oria distrito 01;2090201002 Lasarte-Oria sección 01002;Renta neta media por persona ;2019;14.149
20902 Lasarte-Oria;2090201 Lasarte-Oria distrito 01;2090201003 Lasarte-Oria sección 01003;Renta neta media por persona ;2019;13.592
20902 Lasarte-Oria;2090201 Lasarte-Oria distrito 01;2090201004 Lasarte-Oria sección 01004;Renta neta media por persona ;2019;13.997
20902 Lasarte-Oria;2090201 Lasarte-Oria distrito 01;2090201005 Lasarte-Oria sección 01005;Renta neta media por persona ;2019;16.030
20902 Lasarte-Oria;2090201 Lasarte-Oria distrito 01;2090201006 Lasarte-Oria sección 01006;Renta neta media por persona ;2019;14.780
20902 Lasarte-Oria;2090201 Lasarte-Oria distrito 01;2090201007 Lasarte-Oria sección 01007;Renta neta media por persona ;2019;13.861
20902 Lasarte-Oria;2090201 Lasarte-Oria distrito 01;2090201008 Lasarte-Oria sección 01008;Renta neta media por persona ;2019;13.889
20902 Lasarte-Oria;2090201 Lasarte-Oria distrito 01;2090201009 Lasarte-Oria sección 01009;Renta neta media por persona ;2019;14.931
20902 Lasarte-Oria;2090201 Lasarte-Oria distrito 01;2090201010 Lasarte-Oria sección 01010;Renta neta media por persona ;2019;13.440
20902 Lasarte-Oria;2090201 Lasarte-Oria distrito 01;2090201011 Lasarte-Oria sección 01011;Renta neta media por persona ;2019;13.997
20902 Lasarte-Oria;2090201 Lasarte-Oria distrito 01;2090201012 Lasarte-Oria sección 01012;Renta neta media por persona ;2019;13.665
20902 Lasarte-Oria;2090201 Lasarte-Oria distrito 01;2090201013 Lasarte-Oria sección 01013;Renta neta media por persona ;2019;16.591
20903 Astigarraga;;;Renta neta media por persona ;2019;16.590
20903 Astigarraga;2090301 Astigarraga distrito 01;;Renta neta media por persona ;2019;16.590
20903 Astigarraga;2090301 Astigarraga distrito 01;2090301001 Astigarraga sección 01001;Renta neta media por persona ;2019;16.898
20903 Astigarraga;2090301 Astigarraga distrito 01;2090301002 Astigarraga sección 01002;Renta neta media por persona ;2019;17.384
20903 Astigarraga;2090301 Astigarraga distrito 01;2090301003 Astigarraga sección 01003;Renta neta media por persona ;2019;15.474
20904 Baliarrain;;;Renta neta media por persona ;2019;15.116
20904 Baliarrain;2090401 Baliarrain distrito 01;;Renta neta media por persona ;2019;15.116
20904 Baliarrain;2090401 Baliarrain distrito 01;2090401001 Baliarrain sección 01001;Renta neta media por persona ;2019;15.116
20905 Orendain;;;Renta neta media por persona ;2019;16.087
20905 Orendain;2090501 Orendain distrito 01;;Renta neta media por persona ;2019;16.087
20905 Orendain;2090501 Orendain distrito 01;2090501001 Orendain sección 01001;Renta neta media por persona ;2019;16.087
20906 Altzaga;;;Renta neta media por persona ;2019;14.018
20906 Altzaga;2090601 Altzaga distrito 01;;Renta neta media por persona ;2019;14.018
20906 Altzaga;2090601 Altzaga distrito 01;2090601001 Altzaga sección 01001;Renta neta media por persona ;2019;14.018
20907 Gaztelu;;;Renta neta media por persona ;2019;13.812
20907 Gaztelu;2090701 Gaztelu distrito 01;;Renta neta media por persona ;2019;13.812
20907 Gaztelu;2090701 Gaztelu distrito 01;2090701001 Gaztelu sección 01001;Renta neta media por persona ;2019;13.812
