022019111142000101001 U00002530000253000000000000000000088000013600000010000000000016200000000000000S
022019111142000201001 U00003590000359000000000000000000104000014800000070000003000022400000000000000S
022019111142000301001 U00005490000549000000000000000000211000029400000010000005000035400000000000000S
022019111142000401001 U00002300000230000000000000000000058000011500000020000000000013100000000000000S
022019111142000501001 A00005950000595000000000000000000262000035500000010000000000039600000000000000S
022019111142000501001 B00006790000679000000000000000000287000037600000000000000000042500000000000000S
022019111142000601001 U00002610000261000000000000000000072000012600000010000001000015200000000000000S
022019111142000701001 U00003370000337000000000000000000118000019200000020000002000021900000000000000S
022019111142000801001 U00007130000713000000000000000000241000035500000050000000000041900000000000000S
022019111142000901001 A00005240000524000000000000000000219000029000000010000005000033800000000000000S
022019111142000901001 B00004950000495000000000000000000191000028000000010000002000033200000000000000S
022019111142000901002 A00006650000665000000000000000000243000037900000010000004000046500000000000000S
022019111142000901002 B00006520000652000000000000000000275000038700000050000005000046100000000000000S
022019111142000901003 A00007980000798000000000000000000256000037200000030000003000046800000000000000S
022019111142000901003 B00007780000778000000000000000000274000040900000030000002000050900000000000000S
022019111142000901004 U00007700000770000000000000000000304000042000000020000005000046400000000000000S
022019111142000901005 A00004690000469000000000000000000200000027300000000000000000032300000000000000S
022019111142000901005 B00004450000445000000000000000000182000024600000000000000000029700000000000000S
022019111142000901006 A00004570000457000000000000000000179000024600000000000000000029600000000000000S
022019111142000901006 B00004310000431000000000000000000164000023100000020000003000027000000000000000S
022019111142000901007 A00004820000482000000000000000000221000029200000000000003000033500000000000000S
022019111142000901007 B00004740000474000000000000000000189000026900000000000001000030700000000000000S
022019111142000901008 A00004500000450000000000000000000161000022500000010000000000027700000000000000S
022019111142000901008 B00004630000463000000000000000000161000022100000010000002000028400000000000000S
022019111142000901009 A00004490000449000000000000000000151000021600000000000000000026100000000000000S
022019111142000901009 B00004340000434000000000000000000155000022800000000000002000026700000000000000S
022019111142000901010 A00004880000488000000000000000000197000026200000020000002000029400000000000000S
022019111142000901010 B00004950000495000000000000000000209000028700000010000002000033300000000000000S
022019111142000901011 A00005830000583000000000000000000233000030600000040000003000037900000000000000S
022019111142000901011 B00005670000567000000000000000000247000030200000050000003000036300000000000000S
022019111142001001001 A00007980000798000000000000000000333000047500000020000003000054000000000000000S
022019111142001001001 B00007260000726000000000000000000290000042400000030000001000050800000000000000S
022019111142001101001 A00008310000831000000000000000000339000054800000010000005000063100000000000000S
022019111142001101001 B00007930000793000000000000000000283000048300000020000004000059100000000000000S
022019111142001201001 U00001490000149000000000000000000034000007000000010000000000010300000000000000S
022019111142001301001 A00005440000544000000000000000000252000033800000010000003000039300000000000000S
022019111142001301001 B00005670000567000000000000000000202000030900000000000000000038500000000000000S
022019111142001301002 A00007490000749000000000000000000345000045700000100000004000054200000000000000S
022019111142001301002 B00008070000807000000000000000000363000046800000070000001000056400000000000000S
022019111142001301003 A00007740000774000000000000000000354000047300000010000004000054800000000000000S
022019111142001301003 B00007730000773000000000000000000324000044300000010000001000053600000000000000S
022019111142001301004 A00006240000624000000000000000000275000036400000010000000000046000000000000000S
022019111142001301004 B00005950000595000000000000000000240000035000000030000000000044100000000000000S
022019111142001401001 A00005920000592000000000000000000176000029400000000000003000035500000000000000S
022019111142001401001 B00005690000569000000000000000000174000027800000000000003000033800000000000000S
022019111142001501001 A00003920000392000000000000000000170000024600000020000000000029200000000000000S
022019111142001501001 B00004560000456000000000000000000179000026100000030000000000033000000000000000S
022019111142001501001 C00003970000397000000000000000000159000021300000000000004000024900000000000000S
022019111142001601001 U00008500000850000000000000000000271000039100000000000003000045900000000000000S
022019111142001601002 U00006790000679000000000000000000241000036100000030000001000042100000000000000S
022019111142001701001 A00005700000570000000000000000000207000029700000010000004000035800000000000000S
022019111142001701001 B00005720000572000000000000000000228000030900000010000002000037000000000000000S
022019111142001701002 U00007220000722000000000000000000300000041200000010000002000047700000000000000S
022019111142001702001 U00007640000764000000000000000000322000046200000000000001000053500000000000000S
022019111142001702002 A00008500000850000000000000000000346000050600000020000002000057500000000000000S
022019111142001702002 B00008340000834000000000000000000322000044400000000000000000055300000000000000S
022019111142001703001 A00005040000504000000000000000000215000028300000000000000000034400000000000000S
022019111142001703001 B00004860000486000000000000000000216000028000000010000004000034200000000000000S
022019111142001703002 A00005500000550000000000000000000258000033200000010000004000039100000000000000S
022019111142001703002 B00005400000540000000000000000000250000033700000010000002000040100000000000000S
022019111142001703003 U00006790000679000000000000000000291000040500000000000001000050200000000000000S
022019111142001703004 A00006970000697000000000000000000309000043200000020000003000052400000000000000S
022019111142001703004 B00006940000694000000000000000000295000043100000010000002000053400000000000000S
022019111142001801001 A00005170000517000000000000000000215000027900000030000003000034300000000000000S
022019111142001801001 B00004440000444000000000000000000196000024900000000000000000031600000000000000S
022019111142001801002 A00006190000619000000000000000000270000035400000010000000000042600000000000000S
022019111142001801002 B00005360000536000000000000000000223000028300000040000000000035200000000000000S
022019111142001801003 A00006280000628000000000000000000249000035400000030000001000042800000000000000S
022019111142001801003 B00005900000590000000000000000000244000032300000010000003000039900000000000000S
022019111142001801004 A00007990000799000000000000000000312000041700000000000004000052000000000000000S
022019111142001801004 B00008210000821000000000000000000322000042900000030000004000052300000000000000S
022019111142001801005 A00006760000676000000000000000000269000038800000020000002000049800000000000000S
022019111142001801005 B00007130000713000000000000000000298000042700000050000003000051100000000000000S
022019111142001801005 C00006200000620000000000000000000242000034700000000000003000044700000000000000S
022019111142001801006 A00007010000701000000000000000000269000036700000040000001000044700000000000000S
022019111142001801006 B00007250000725000000000000000000314000040900000010000001000047100000000000000S
022019111142001801007 A00005530000553000000000000000000182000025200000020000001000032600000000000000S
